Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0301  1.9456    -6.1569 -0.3162
      1  -1.5499  1.1410    -3.1018 -0.1702
      2  -2.3125  0.8081    -3.1621 -1.6127
      3  -1.9118  0.6969    -2.5282 -1.4878
      4  -2.2075  0.7359    -2.7893 -1.8871
      5  -2.6173  1.2108    -5.3209 -1.9121
      6  -2.6924  1.1231    -4.9401 -2.1408
      7  -2.5088  0.8654    -3.2904 -2.1428
      8  -2.4195  0.6709    -2.8338 -2.1470
      9  -2.3878  0.9976    -3.3335 -1.8858
     10  -2.2938  0.9769    -3.0222 -1.7875
     11  -2.2530  0.7512    -2.6374 -1.9562
     12  -2.4360  0.9974    -3.4239 -1.9882
     13  -2.3463  0.7484    -2.7918 -2.0375
     14  -2.2795  0.8130    -2.7279 -1.9127
     15  -2.2453  0.6198    -2.6307 -2.0099
     16  -2.1906  0.5282    -2.6031 -1.9882
     17  -2.1584  0.4098    -2.5763 -1.9974
     18  -2.1210  0.4205    -2.4814 -1.9231
     19  -2.1255  0.3222    -2.4743 -2.0097

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0990  0.0596     0.0045  0.1895
      1   0.1011  0.0592     0.0053  0.1898
      2   0.1008  0.0593     0.0049  0.1898
      3   0.1008  0.0592     0.0052  0.1897
      4   0.0961  0.0600     0.0028  0.1888
      5   0.0433  0.0397     0.0000  0.1216
      6   0.0464  0.0416     0.0001  0.1295
      7   0.0561  0.0430     0.0001  0.1392
      8   0.0635  0.0431     0.0028  0.1454
      9   0.0369  0.0269     0.0001  0.0839
     10   0.0372  0.0274     0.0001  0.0855
     11   0.0411  0.0270     0.0012  0.0883
     12   0.0300  0.0204     0.0001  0.0642
     13   0.0321  0.0198     0.0009  0.0655
     14   0.0291  0.0182     0.0002  0.0595
     15   0.0311  0.0178     0.0025  0.0607
     16   0.0333  0.0183     0.0040  0.0637
     17   0.0353  0.0183     0.0066  0.0656
     18   0.0347  0.0185     0.0055  0.0657
     19   0.0369  0.0183     0.0080  0.0673

