Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2239  2.3846    -9.0622 -1.6449
      1  -3.4310  1.3944    -5.6394 -1.4600
      2  -4.4945  0.8382    -5.7436 -3.4911
      3  -3.9544  0.5828    -4.7252 -3.4390
      4  -3.5677  0.5131    -4.1411 -3.2237
      5  -3.7327  0.4495    -4.2064 -3.5232
      6  -3.6846  1.5423    -7.5338 -1.5767
      7  -3.5575  1.2420    -6.1530 -2.0019
      8  -3.5750  0.9910    -5.0346 -2.6293
      9  -3.5939  0.8017    -4.7024 -2.9471
     10  -3.4888  0.6550    -4.2585 -2.9510
     11  -3.5509  0.5569    -4.2644 -3.1774
     12  -3.4853  0.4550    -4.0730 -3.1743
     13  -3.4152  0.4055    -3.9258 -3.1315
     14  -3.4510  0.3339    -3.9294 -3.2119
     15  -3.4119  0.2827    -3.8726 -3.2018
     16  -3.4387  0.2337    -3.8813 -3.2605
     17  -3.4104  0.2016    -3.7841 -3.2414
     18  -3.4034  0.1681    -3.7171 -3.2427
     19  -3.4120  0.1404    -3.7181 -3.2727

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0588     0.0064  0.1898
      1   0.1014  0.0587     0.0068  0.1898
      2   0.1018  0.0588     0.0067  0.1899
      3   0.1027  0.0585     0.0078  0.1900
      4   0.1002  0.0591     0.0060  0.1896
      5   0.1011  0.0583     0.0074  0.1895
      6   0.0135  0.0140     0.0000  0.0381
      7   0.0154  0.0140     0.0000  0.0397
      8   0.0176  0.0143     0.0001  0.0421
      9   0.0196  0.0146     0.0001  0.0448
     10   0.0221  0.0152     0.0006  0.0479
     11   0.0243  0.0160     0.0012  0.0517
     12   0.0267  0.0165     0.0021  0.0546
     13   0.0286  0.0174     0.0028  0.0584
     14   0.0311  0.0178     0.0042  0.0614
     15   0.0335  0.0185     0.0058  0.0651
     16   0.0361  0.0189     0.0076  0.0680
     17   0.0385  0.0197     0.0085  0.0718
     18   0.0399  0.0195     0.0097  0.0729
     19   0.0412  0.0194     0.0113  0.0739

