Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.2239  2.3846    -9.0622 -1.6449
      1  -3.1830  1.2750    -5.1566 -1.4320
      2  -4.1186  0.7993    -5.2418 -3.2173
      3  -3.5842  0.5784    -4.2878 -3.1651
      4  -3.3039  0.5188    -3.8444 -2.9678
      5  -3.4681  0.4735    -3.9310 -3.2639
      6  -3.7242  0.8133    -4.7455 -3.2571
      7  -3.8180  0.7532    -4.8108 -3.4633
      8  -4.1207  1.0685    -6.2558 -3.4311
      9  -3.9706  0.8137    -4.9948 -3.5004
     10  -4.2677  1.1639    -6.6767 -3.1080
     11  -4.2330  0.9246    -5.6729 -3.5599
     12  -4.1438  0.7251    -5.0581 -3.6621
     13  -4.0830  0.5794    -4.7794 -3.6951
     14  -4.0242  0.4861    -4.6476 -3.6923
     15  -3.9581  0.4339    -4.4733 -3.6355
     16  -3.9920  0.3608    -4.4750 -3.7250
     17  -3.8914  0.5302    -4.4687 -3.5035
     18  -3.9085  0.4313    -4.4618 -3.6116
     19  -3.8757  0.3600    -4.4131 -3.6065

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1014  0.0588     0.0064  0.1898
      1   0.1011  0.0589     0.0062  0.1897
      2   0.1014  0.0589     0.0063  0.1898
      3   0.1017  0.0587     0.0067  0.1898
      4   0.1015  0.0590     0.0063  0.1899
      5   0.1030  0.0585     0.0073  0.1901
      6   0.0489  0.0402     0.0001  0.1271
      7   0.0518  0.0421     0.0001  0.1346
      8   0.0232  0.0197     0.0000  0.0582
      9   0.0271  0.0201     0.0001  0.0620
     10   0.0145  0.0113     0.0000  0.0325
     11   0.0156  0.0109     0.0001  0.0330
     12   0.0174  0.0109     0.0001  0.0343
     13   0.0190  0.0110     0.0008  0.0360
     14   0.0206  0.0112     0.0014  0.0383
     15   0.0217  0.0116     0.0019  0.0399
     16   0.0232  0.0117     0.0029  0.0412
     17   0.0173  0.0091     0.0009  0.0308
     18   0.0183  0.0090     0.0015  0.0318
     19   0.0194  0.0090     0.0022  0.0328

