Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6059  2.1729    -9.1010 -2.3786
      1  -3.8176  1.2034    -5.6840 -2.1940
      2  -4.7434  0.7557    -5.7722 -3.9719
      3  -4.2028  0.5831    -4.8397 -3.7696
      4  -4.3749  0.4822    -4.9269 -4.1626
      5  -4.2221  0.4457    -4.6599 -4.0366
      6  -4.1948  0.3413    -4.4744 -4.0457
      7  -4.2189  0.2454    -4.4742 -4.2214
      8  -4.2160  0.1808    -4.4726 -4.2220
      9  -4.2850  0.4416    -4.7177 -4.2187
     10  -4.2735  0.3325    -4.7008 -4.2209
     11  -4.2659  0.2557    -4.6891 -4.2222
     12  -4.2621  0.2030    -4.6822 -4.2232
     13  -4.2588  0.1681    -4.6761 -4.2238
     14  -4.2193  0.1297    -4.4799 -4.2215
     15  -4.2184  0.1083    -4.4773 -4.2220
     16  -4.2182  0.0951    -4.4766 -4.2224
     17  -4.2182  0.0870    -4.4761 -4.2226
     18  -4.2181  0.0814    -4.4756 -4.2229
     19  -4.2177  0.0766    -4.4747 -4.2232

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0590     0.0058  0.1897
      1   0.1007  0.0591     0.0057  0.1897
      2   0.1007  0.0591     0.0055  0.1897
      3   0.1001  0.0594     0.0047  0.1896
      4   0.1042  0.0585     0.0073  0.1903
      5   0.1062  0.0580     0.0080  0.1906
      6   0.1143  0.0554     0.0153  0.1917
      7   0.1227  0.0518     0.0266  0.1927
      8   0.1240  0.0508     0.0306  0.1928
      9   0.0658  0.0409     0.0067  0.1420
     10   0.0687  0.0402     0.0109  0.1436
     11   0.0710  0.0396     0.0146  0.1449
     12   0.0726  0.0392     0.0168  0.1459
     13   0.0741  0.0388     0.0189  0.1469
     14   0.0795  0.0404     0.0208  0.1545
     15   0.0804  0.0401     0.0221  0.1550
     16   0.0810  0.0399     0.0230  0.1552
     17   0.0814  0.0398     0.0238  0.1554
     18   0.0818  0.0396     0.0245  0.1556
     19   0.0824  0.0394     0.0255  0.1559

