Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6879  2.1271    -9.1093 -2.5348
      1  -4.0166  1.2109    -5.9236 -2.3715
      2  -2.9987  0.7685    -3.9507 -2.1843
      3  -3.4736  0.5969    -4.1532 -3.0669
      4  -3.1976  0.6349    -3.6897 -2.8731
      5  -3.2492  0.5282    -3.7119 -3.1679
      6  -3.2177  0.3837    -3.6501 -3.1693
      7  -3.2033  0.2875    -3.6269 -3.1701
      8  -3.1967  0.2243    -3.6154 -3.1707
      9  -3.1935  0.1841    -3.6087 -3.1711
     10  -3.1914  0.1586    -3.6026 -3.1714
     11  -3.2690  0.1933    -3.6743 -3.1799
     12  -3.2649  0.1726    -3.6698 -3.1801
     13  -3.2636  0.1617    -3.6683 -3.1803
     14  -3.2613  0.1538    -3.6654 -3.1804
     15  -3.2840  0.1482    -3.6716 -3.1861
     16  -3.3700  0.1346    -3.6850 -3.2150
     17  -3.4248  0.0906    -3.6897 -3.3912
     18  -3.4369  0.0723    -3.7056 -3.4367
     19  -3.5105  0.1345    -3.9138 -3.4439

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0591     0.0058  0.1898
      1   0.1014  0.0590     0.0061  0.1898
      2   0.1005  0.0591     0.0055  0.1896
      3   0.1000  0.0591     0.0053  0.1895
      4   0.0955  0.0601     0.0028  0.1887
      5   0.1071  0.0592     0.0064  0.1913
      6   0.1108  0.0571     0.0128  0.1916
      7   0.1129  0.0558     0.0171  0.1918
      8   0.1141  0.0550     0.0197  0.1918
      9   0.1149  0.0545     0.0214  0.1919
     10   0.1156  0.0540     0.0229  0.1920
     11   0.0904  0.0501     0.0182  0.1798
     12   0.0916  0.0497     0.0200  0.1801
     13   0.0921  0.0495     0.0209  0.1802
     14   0.0929  0.0492     0.0219  0.1805
     15   0.0954  0.0490     0.0243  0.1819
     16   0.0810  0.0419     0.0233  0.1616
     17   0.0792  0.0395     0.0245  0.1549
     18   0.0826  0.0397     0.0269  0.1580
     19   0.0512  0.0223     0.0182  0.0896

