Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6166  2.7281    -9.0008 -0.4902
      1  -6.9127  1.4627    -8.3945 -4.8894
      2  -5.6330  0.8299    -6.8064 -4.7657
      3  -5.0907  0.6297    -5.7919 -4.5974
      4  -4.8033  0.6002    -5.3983 -4.3877
      5  -4.9942  0.4586    -5.4875 -4.7921
      6  -4.6126  1.2207    -6.2985 -2.1874
      7  -4.7579  0.8994    -5.7905 -3.8112
      8  -4.8238  0.7108    -5.6669 -4.4158
      9  -4.9874  0.8572    -6.0954 -4.4208
     10  -4.9394  0.6735    -5.6900 -4.5388
     11  -4.8972  0.5456    -5.4782 -4.5680
     12  -4.9743  0.5045    -5.5090 -4.7517
     13  -4.9516  0.4013    -5.4318 -4.7559
     14  -4.9891  0.3313    -5.4423 -4.8012
     15  -4.9967  0.2596    -5.4347 -4.8210
     16  -5.0199  0.2180    -5.4460 -4.9091
     17  -5.0030  0.1728    -5.3603 -4.8993
     18  -4.9918  0.1409    -5.2645 -4.8891
     19  -4.9356  0.2155    -5.2593 -4.7788

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0075  0.1899
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1009  0.0590     0.0059  0.1897
      3   0.1008  0.0590     0.0058  0.1897
      4   0.0994  0.0593     0.0050  0.1894
      5   0.1013  0.0579     0.0075  0.1894
      6   0.0265  0.0272     0.0000  0.0785
      7   0.0313  0.0280     0.0001  0.0841
      8   0.0357  0.0289     0.0001  0.0895
      9   0.0242  0.0187     0.0001  0.0570
     10   0.0273  0.0189     0.0001  0.0600
     11   0.0303  0.0194     0.0015  0.0635
     12   0.0318  0.0201     0.0021  0.0665
     13   0.0345  0.0202     0.0042  0.0690
     14   0.0373  0.0209     0.0066  0.0731
     15   0.0385  0.0206     0.0080  0.0739
     16   0.0409  0.0213     0.0091  0.0773
     17   0.0435  0.0213     0.0112  0.0799
     18   0.0458  0.0215     0.0136  0.0822
     19   0.0347  0.0157     0.0089  0.0603

