Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2741  2.0100    -6.4582 -0.3459
      1  -1.5524  1.1426    -3.1050 -0.1704
      2  -2.3154  0.8096    -3.1687 -1.6129
      3  -1.9128  0.6978    -2.5317 -1.4880
      4  -1.6585  0.7984    -2.1316 -1.2032
      5  -1.6749  0.6147    -2.0920 -1.5738
      6  -1.6164  0.4649    -1.8494 -1.5773
      7  -1.5933  0.3397    -1.8429 -1.5877
      8  -1.8728  1.1508    -3.6634 -1.2870
      9  -2.0824  1.3217    -5.3521 -1.3917
     10  -1.9288  0.9943    -2.7552 -1.4328
     11  -1.8798  1.1739    -3.8664 -1.2029
     12  -2.4263  2.2292    -8.0260 -0.5271
     13  -2.0036  1.8412    -7.0877 -0.5427
     14  -1.7155  1.4543    -5.2807 -0.5516
     15  -1.5433  1.1292    -2.6768 -0.5573
     16  -1.5649  0.9398    -2.4090 -0.7769
     17  -1.5751  0.7686    -2.3351 -0.9295
     18  -1.5908  0.6315    -2.3111 -1.0842
     19  -1.5361  0.5240    -2.1674 -1.0748

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1003  0.0593     0.0051  0.1896
      1   0.1010  0.0592     0.0052  0.1898
      2   0.1007  0.0594     0.0047  0.1898
      3   0.1007  0.0592     0.0051  0.1897
      4   0.0951  0.0612     0.0022  0.1891
      5   0.1072  0.0584     0.0074  0.1909
      6   0.1171  0.0550     0.0152  0.1922
      7   0.1212  0.0525     0.0232  0.1925
      8   0.0408  0.0319     0.0001  0.0980
      9   0.0352  0.0301     0.0000  0.0900
     10   0.0374  0.0297     0.0001  0.0917
     11   0.0277  0.0215     0.0001  0.0652
     12   0.0071  0.0071     0.0000  0.0179
     13   0.0085  0.0070     0.0000  0.0189
     14   0.0095  0.0067     0.0000  0.0195
     15   0.0101  0.0065     0.0001  0.0198
     16   0.0112  0.0069     0.0001  0.0209
     17   0.0121  0.0071     0.0004  0.0228
     18   0.0130  0.0074     0.0006  0.0243
     19   0.0139  0.0075     0.0008  0.0254

