Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.5836  1.6995    -9.2038 -4.2817
      1  -5.2995  1.1012    -6.7879 -3.9931
      2  -4.6008  0.9119    -5.5276 -3.2137
      3  -4.0700  0.9989    -4.8933 -1.8054
      4  -3.7626  1.1047    -4.6215 -1.1645
      5  -3.0121  1.3893    -4.4275 -0.4747
      6  -1.9379  1.3530    -3.9063 -0.2161
      7  -2.6492  1.0836    -4.0937 -1.0666
      8  -3.0523  0.8861    -4.1958 -1.9812
      9  -2.7641  0.8856    -3.8088 -1.6863
     10  -2.9000  0.7146    -3.8013 -2.2131
     11  -3.0413  0.6427    -3.8906 -2.5049
     12  -2.9353  0.5525    -3.6179 -2.4624
     13  -2.9985  0.4696    -3.6382 -2.6617
     14  -3.1574  0.5481    -3.8705 -2.7600
     15  -3.3741  0.7449    -4.2800 -2.8674
     16  -3.3018  0.6063    -4.0387 -2.8805
     17  -3.2450  0.5003    -3.8911 -2.8750
     18  -3.2029  0.4175    -3.7844 -2.8661
     19  -3.2349  0.3546    -3.7978 -2.9383

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0994  0.0598     0.0038  0.1896
      1   0.0981  0.0603     0.0033  0.1894
      2   0.0966  0.0607     0.0030  0.1892
      3   0.0900  0.0626     0.0016  0.1883
      4   0.0828  0.0630     0.0015  0.1869
      5   0.0380  0.0407     0.0004  0.1275
      6   0.0145  0.0100     0.0001  0.0307
      7   0.0162  0.0114     0.0001  0.0344
      8   0.0183  0.0124     0.0002  0.0389
      9   0.0173  0.0119     0.0002  0.0370
     10   0.0195  0.0125     0.0007  0.0402
     11   0.0206  0.0130     0.0009  0.0418
     12   0.0225  0.0137     0.0015  0.0454
     13   0.0244  0.0143     0.0022  0.0479
     14   0.0203  0.0118     0.0012  0.0394
     15   0.0144  0.0083     0.0001  0.0265
     16   0.0156  0.0083     0.0007  0.0273
     17   0.0167  0.0084     0.0012  0.0285
     18   0.0176  0.0084     0.0017  0.0300
     19   0.0186  0.0085     0.0023  0.0314

