trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  432 250.00  0.00 800.00  0.43  0
  1    0  10.00  0.00 800.00  0.43  0
  2   13  10.00  0.00 800.00 52.00  0
  3  716 400.00  0.00 800.00 104.00  0
  4 1418 790.00  0.00 800.00 104.00  0
  5 1418 780.00  0.00 800.00 52.00  0
  6 1417 790.00  0.00 800.00 52.00  0
  7 1419 790.00  0.00 800.00 156.00  0
  8 1417 790.00  0.00 800.00 104.00  0
  9 1418 790.00  0.00 800.00 104.00  0
 10 1418 790.00  0.00 800.00 156.00  0
 11 1418 770.00  0.00 800.00 52.00  0
 12 1419 790.00  0.00 800.00 156.00  0
 13 1418 790.00  0.00 800.00 156.00  0
 14 1418 780.00  0.00 800.00 52.00  0
 15 1419 790.00  0.00 800.00 156.00  0
 16 1419 770.00  0.00 800.00 104.00  0
 17 1420 790.00  0.00 800.00 260.00  0
 18  904 510.00  0.00 800.00  3.00  0
 19 1420 790.00  0.00 800.00 156.00  0
