Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1226  1.4446    -4.0540 -0.1046
      1  -1.4807  1.2862    -3.9089 -0.8107
      2  -1.7804  1.2676    -4.4362 -1.2042
      3  -2.0104  1.3155    -5.1030 -1.4095
      4  -2.6790  1.7491    -7.3898 -1.5557
      5  -3.6642  2.0956    -8.4306 -1.4707
      6  -3.1694  1.6635    -7.4088 -1.6583
      7  -2.9858  1.3815    -6.1289 -1.7866
      8  -2.6693  1.1234    -4.5770 -1.7644
      9  -2.4645  0.9529    -3.6452 -1.7256
     10  -2.8250  1.1541    -4.9817 -1.9099
     11  -2.7290  0.9108    -3.9357 -1.9581
     12  -2.6166  0.7445    -3.5303 -1.9529
     13  -2.5313  0.6214    -3.3082 -1.9369
     14  -2.5958  0.5337    -3.3278 -2.1314
     15  -2.6475  0.4642    -3.3483 -2.2308
     16  -2.5917  0.3934    -3.1729 -2.2125
     17  -2.5426  0.3428    -3.1142 -2.1927
     18  -2.5956  0.3036    -3.1310 -2.3337
     19  -2.6540  0.2793    -3.1503 -2.4075

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0622     0.0001  0.1893
      1   0.0958  0.0625     0.0001  0.1894
      2   0.0921  0.0634     0.0001  0.1890
      3   0.0831  0.0637     0.0001  0.1873
      4   0.0310  0.0348     0.0000  0.1011
      5   0.0089  0.0094     0.0000  0.0244
      6   0.0110  0.0099     0.0000  0.0268
      7   0.0122  0.0097     0.0000  0.0275
      8   0.0144  0.0103     0.0001  0.0310
      9   0.0164  0.0109     0.0001  0.0337
     10   0.0120  0.0082     0.0000  0.0243
     11   0.0126  0.0079     0.0001  0.0247
     12   0.0138  0.0080     0.0004  0.0259
     13   0.0148  0.0082     0.0007  0.0269
     14   0.0159  0.0085     0.0010  0.0282
     15   0.0169  0.0088     0.0013  0.0302
     16   0.0180  0.0089     0.0017  0.0317
     17   0.0190  0.0091     0.0022  0.0329
     18   0.0201  0.0094     0.0027  0.0341
     19   0.0207  0.0097     0.0031  0.0351

