Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5880  1.6280    -5.1301 -0.2770
      1  -3.8555  0.9555    -5.2423 -2.7050
      2  -4.5153  0.6815    -5.4122 -3.9665
      3  -4.9100  0.6329    -5.6599 -4.5506
      4  -4.7292  0.5656    -5.2311 -4.4818
      5  -4.6938  0.4388    -5.0014 -4.4918
      6  -4.6891  0.3375    -4.9949 -4.5046
      7  -4.6892  0.2678    -4.9927 -4.5133
      8  -4.6893  0.2224    -4.9909 -4.5193
      9  -4.6903  0.1937    -4.9903 -4.5238
     10  -4.6902  0.1770    -4.9895 -4.5258
     11  -4.6978  0.1371    -4.9896 -4.5426
     12  -4.7020  0.1178    -4.9897 -4.5550
     13  -4.7041  0.1085    -4.9897 -4.5618
     14  -4.7043  0.1062    -4.9896 -4.5628
     15  -4.7062  0.1003    -4.9897 -4.5699
     16  -4.7071  0.0976    -4.9897 -4.5733
     17  -4.7070  0.0972    -4.9896 -4.5733
     18  -4.7079  0.0950    -4.9896 -4.5767
     19  -4.7079  0.0948    -4.9896 -4.5770

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0591     0.0048  0.1898
      1   0.1010  0.0592     0.0045  0.1898
      2   0.1011  0.0594     0.0042  0.1898
      3   0.0978  0.0601     0.0025  0.1892
      4   0.0995  0.0591     0.0033  0.1892
      5   0.1084  0.0571     0.0097  0.1908
      6   0.1127  0.0550     0.0162  0.1913
      7   0.1148  0.0537     0.0206  0.1915
      8   0.1170  0.0526     0.0241  0.1917
      9   0.1181  0.0519     0.0264  0.1918
     10   0.1207  0.0510     0.0290  0.1921
     11   0.1216  0.0503     0.0319  0.1922
     12   0.1224  0.0497     0.0341  0.1923
     13   0.1228  0.0493     0.0353  0.1923
     14   0.1233  0.0490     0.0363  0.1923
     15   0.1238  0.0487     0.0375  0.1924
     16   0.1240  0.0485     0.0381  0.1924
     17   0.1252  0.0479     0.0397  0.1925
     18   0.1255  0.0478     0.0404  0.1926
     19   0.1262  0.0474     0.0416  0.1926

