Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.7233  2.6695    -9.0118 -0.6851
      1  -2.4104  1.4083    -4.5934 -0.4340
      2  -1.2554  0.8995    -2.3539 -0.3014
      3  -1.7994  0.6962    -2.5178 -1.3356
      4  -1.5126  0.6329    -2.0126 -1.1934
      5  -1.3641  0.6184    -1.7751 -1.0890
      6  -1.2807  1.1326    -2.2859 -0.5555
      7  -1.1412  1.0319    -1.7127 -0.4517
      8  -1.1664  0.8398    -1.5753 -0.8040
      9  -1.1952  1.3444    -3.9540 -0.4089
     10  -1.1236  1.0759    -1.8139 -0.5794
     11  -1.3161  1.7773    -6.3379 -0.2902
     12  -1.0466  1.3612    -3.7837 -0.2861
     13  -0.8925  1.0221    -1.5851 -0.2842
     14  -0.8740  0.8298    -1.5050 -0.3653
     15  -0.8344  0.6409    -1.4341 -0.3997
     16  -0.8609  0.5385    -1.4382 -0.5430
     17  -0.8102  0.4428    -1.3082 -0.5375
     18  -0.8386  0.3743    -1.3126 -0.5773
     19  -0.7971  0.3192    -1.2754 -0.5668

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0070  0.1898
      1   0.1023  0.0585     0.0072  0.1899
      2   0.1027  0.0582     0.0079  0.1899
      3   0.1016  0.0588     0.0067  0.1898
      4   0.1028  0.0585     0.0077  0.1900
      5   0.1022  0.0586     0.0078  0.1899
      6   0.0439  0.0372     0.0001  0.1163
      7   0.0456  0.0386     0.0001  0.1222
      8   0.0545  0.0402     0.0020  0.1320
      9   0.0251  0.0195     0.0001  0.0592
     10   0.0284  0.0197     0.0001  0.0623
     11   0.0143  0.0108     0.0000  0.0312
     12   0.0155  0.0104     0.0001  0.0318
     13   0.0162  0.0101     0.0002  0.0322
     14   0.0177  0.0103     0.0007  0.0336
     15   0.0184  0.0101     0.0012  0.0339
     16   0.0197  0.0104     0.0017  0.0357
     17   0.0210  0.0106     0.0024  0.0376
     18   0.0224  0.0109     0.0031  0.0393
     19   0.0236  0.0111     0.0041  0.0407

