Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1378  1.8876    -9.1559 -3.3722
      1  -4.7328  1.1236    -6.4762 -3.2149
      2  -3.9333  0.7501    -4.9636 -3.0467
      3  -4.3586  0.5448    -4.9991 -3.9658
      4  -4.6190  0.4757    -5.1617 -4.3587
      5  -4.7688  0.4641    -5.2714 -4.5703
      6  -5.0430  0.8595    -6.4605 -4.5817
      7  -5.4682  1.2881    -7.8247 -3.4339
      8  -5.9200  1.7612    -8.7124 -1.9653
      9  -6.0908  1.4943    -8.6319 -3.3227
     10  -5.8612  1.2212    -7.8085 -4.2109
     11  -5.7364  0.9981    -7.1142 -4.7315
     12  -5.6557  0.8284    -6.7573 -4.8388
     13  -5.8197  0.7723    -6.8305 -5.1191
     14  -5.9580  0.7212    -6.9386 -5.3557
     15  -5.9167  0.5938    -6.7500 -5.3796
     16  -5.8490  0.5152    -6.5631 -5.3573
     17  -5.9311  0.4574    -6.5818 -5.5438
     18  -5.9836  0.3988    -6.6153 -5.6151
     19  -5.9274  0.3512    -6.5288 -5.5924

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1030  0.0584     0.0066  0.1900
      1   0.1030  0.0585     0.0064  0.1900
      2   0.1033  0.0586     0.0065  0.1901
      3   0.1057  0.0577     0.0087  0.1905
      4   0.1050  0.0578     0.0086  0.1903
      5   0.1037  0.0583     0.0078  0.1902
      6   0.0431  0.0367     0.0001  0.1139
      7   0.0157  0.0134     0.0000  0.0385
      8   0.0075  0.0063     0.0000  0.0163
      9   0.0086  0.0060     0.0000  0.0171
     10   0.0098  0.0064     0.0000  0.0189
     11   0.0110  0.0065     0.0001  0.0199
     12   0.0120  0.0066     0.0001  0.0205
     13   0.0124  0.0067     0.0002  0.0209
     14   0.0128  0.0068     0.0003  0.0221
     15   0.0137  0.0069     0.0007  0.0233
     16   0.0145  0.0070     0.0009  0.0245
     17   0.0153  0.0072     0.0012  0.0256
     18   0.0161  0.0073     0.0015  0.0264
     19   0.0169  0.0074     0.0019  0.0270

