Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2563  1.5341    -4.8249 -0.1162
      1  -0.7327  1.3426    -2.9337 -0.0671
      2  -0.9635  1.2794    -3.0264 -0.4136
      3  -1.1393  1.2956    -3.5794 -0.6733
      4  -0.9600  0.9943    -1.3120 -0.6577
      5  -1.2910  1.8566    -6.5987 -0.3572
      6  -1.4727  1.9204    -6.9353 -0.5397
      7  -1.1504  1.4776    -4.8719 -0.5408
      8  -1.0688  1.2378    -2.9321 -0.6173
      9  -0.9782  0.9760    -1.5190 -0.7302
     10  -0.8857  0.7274    -1.1563 -0.7351
     11  -0.8573  0.5588    -1.0734 -0.8046
     12  -0.8253  0.4090    -1.0548 -0.8048
     13  -2.5619  2.7191    -8.4741 -0.3180
     14  -1.9314  2.3846    -7.9538 -0.3024
     15  -1.4390  1.9519    -6.9262 -0.2935
     16  -1.1123  1.5184    -4.9368 -0.2889
     17  -0.9195  1.1498    -1.9648 -0.2866
     18  -0.8131  0.8660    -1.5461 -0.2855
     19  -0.7380  0.6893    -1.3589 -0.2793

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0935  0.0624     0.0001  0.1888
      1   0.0966  0.0613     0.0001  0.1892
      2   0.0951  0.0614     0.0001  0.1889
      3   0.0946  0.0622     0.0001  0.1891
      4   0.1086  0.0592     0.0017  0.1913
      5   0.0449  0.0401     0.0000  0.1204
      6   0.0448  0.0414     0.0000  0.1230
      7   0.0494  0.0408     0.0000  0.1261
      8   0.0578  0.0422     0.0001  0.1352
      9   0.0644  0.0419     0.0011  0.1402
     10   0.0699  0.0407     0.0073  0.1434
     11   0.0749  0.0401     0.0128  0.1471
     12   0.0787  0.0390     0.0190  0.1493
     13   0.0067  0.0083     0.0000  0.0201
     14   0.0087  0.0086     0.0000  0.0220
     15   0.0103  0.0084     0.0000  0.0235
     16   0.0114  0.0082     0.0000  0.0243
     17   0.0121  0.0079     0.0001  0.0247
     18   0.0125  0.0078     0.0004  0.0249
     19   0.0134  0.0079     0.0006  0.0259

