Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.1682  1.8642    -9.1581 -3.4610
      1  -4.6464  1.0429    -6.2428 -3.2908
      2  -3.8580  0.7049    -4.7283 -3.1985
      3  -3.4672  0.6127    -4.1134 -3.0887
      4  -3.7377  0.5881    -4.2747 -3.4695
      5  -3.6842  1.6091    -7.6945 -1.3695
      6  -3.5460  1.2996    -6.4562 -1.8096
      7  -3.5601  1.0223    -5.1670 -2.6228
      8  -3.4597  0.8198    -4.3385 -2.7253
      9  -3.5059  0.6545    -4.2126 -3.0599
     10  -3.6821  0.7489    -4.5471 -3.1979
     11  -3.6152  0.5969    -4.2134 -3.2151
     12  -3.8532  0.9994    -5.3451 -3.0530
     13  -3.8099  0.7739    -4.7172 -3.2146
     14  -3.7615  0.6163    -4.4696 -3.2519
     15  -3.7847  0.5055    -4.4531 -3.4158
     16  -3.7355  0.4242    -4.3355 -3.4021
     17  -3.6082  0.6169    -4.3087 -3.1315
     18  -3.6205  0.5024    -4.2653 -3.2104
     19  -3.5169  0.7940    -4.3610 -2.9184

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0592     0.0053  0.1898
      1   0.1011  0.0593     0.0051  0.1898
      2   0.1015  0.0594     0.0049  0.1900
      3   0.1010  0.0596     0.0045  0.1899
      4   0.0972  0.0597     0.0031  0.1890
      5   0.0165  0.0185     0.0000  0.0501
      6   0.0191  0.0186     0.0000  0.0527
      7   0.0222  0.0190     0.0000  0.0559
      8   0.0250  0.0194     0.0001  0.0593
      9   0.0282  0.0199     0.0007  0.0630
     10   0.0227  0.0158     0.0001  0.0494
     11   0.0251  0.0160     0.0010  0.0521
     12   0.0140  0.0097     0.0000  0.0285
     13   0.0149  0.0094     0.0001  0.0291
     14   0.0160  0.0093     0.0005  0.0302
     15   0.0171  0.0093     0.0010  0.0315
     16   0.0183  0.0095     0.0015  0.0328
     17   0.0133  0.0070     0.0004  0.0232
     18   0.0141  0.0070     0.0008  0.0240
     19   0.0100  0.0053     0.0001  0.0169

