Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.8405  2.3017    -7.5446 -0.4049
      1  -1.9172  1.2755    -3.8379 -0.2092
      2  -0.9008  0.8795    -1.8388 -0.1038
      3  -1.4228  0.7612    -2.0712 -1.0204
      4  -1.5561  0.6615    -2.1110 -1.3142
      5  -1.7081  0.6554    -2.3720 -1.4649
      6  -2.1797  1.1111    -4.2619 -1.5964
      7  -1.9311  0.8431    -2.8161 -1.5908
      8  -2.0079  0.7798    -2.8882 -1.6559
      9  -2.4259  1.1788    -4.7513 -1.7404
     10  -2.2135  0.9360    -3.3379 -1.7314
     11  -2.0904  0.7506    -2.7445 -1.7224
     12  -2.0167  0.5873    -2.5323 -1.7204
     13  -2.1192  0.6191    -2.6178 -1.8599
     14  -2.1627  0.5610    -2.6323 -1.8984
     15  -2.1174  0.4341    -2.5583 -1.8968
     16  -2.1339  0.3594    -2.5619 -1.9458
     17  -2.1086  0.2814    -2.4737 -1.9400
     18  -2.0775  0.2811    -2.3717 -1.9031
     19  -2.0767  0.2205    -2.3709 -1.9117

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1012  0.0590     0.0061  0.1898
      1   0.1016  0.0589     0.0063  0.1898
      2   0.1017  0.0588     0.0065  0.1898
      3   0.1004  0.0597     0.0045  0.1898
      4   0.1031  0.0587     0.0061  0.1901
      5   0.1008  0.0595     0.0052  0.1898
      6   0.0401  0.0367     0.0001  0.1126
      7   0.0496  0.0382     0.0009  0.1228
      8   0.0518  0.0400     0.0014  0.1294
      9   0.0211  0.0173     0.0001  0.0518
     10   0.0249  0.0179     0.0001  0.0556
     11   0.0282  0.0183     0.0010  0.0596
     12   0.0307  0.0184     0.0028  0.0617
     13   0.0288  0.0172     0.0021  0.0576
     14   0.0304  0.0181     0.0027  0.0610
     15   0.0327  0.0181     0.0051  0.0631
     16   0.0350  0.0187     0.0071  0.0666
     17   0.0373  0.0188     0.0085  0.0687
     18   0.0368  0.0183     0.0086  0.0676
     19   0.0377  0.0182     0.0096  0.0681

