Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.1275  1.9276    -6.1687 -0.3313
      1  -4.6730  1.1347    -6.3597 -3.2585
      2  -3.8313  0.7265    -4.7261 -3.1785
      3  -3.4227  0.6248    -4.0305 -2.9819
      4  -3.5892  0.4908    -4.1078 -3.3837
      5  -3.7308  0.4650    -4.1997 -3.5419
      6  -3.6845  0.3428    -3.9505 -3.5408
      7  -3.7001  0.2564    -3.9498 -3.6955
      8  -3.6948  0.1873    -3.9484 -3.6959
      9  -3.6425  0.4604    -3.9619 -3.4493
     10  -3.6858  0.3800    -3.9737 -3.5180
     11  -3.6867  0.2858    -3.9520 -3.5587
     12  -3.6784  0.2132    -3.9481 -3.5629
     13  -3.6828  0.1639    -3.9475 -3.6147
     14  -3.6839  0.1298    -3.9470 -3.6458
     15  -3.6812  0.1050    -3.9452 -3.6460
     16  -3.6833  0.0887    -3.9450 -3.6891
     17  -3.6818  0.0781    -3.9438 -3.6886
     18  -3.6810  0.0720    -3.9431 -3.6884
     19  -3.6796  0.0672    -3.9420 -3.6867

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1002  0.0594     0.0049  0.1897
      1   0.0996  0.0597     0.0045  0.1896
      2   0.1009  0.0594     0.0047  0.1898
      3   0.1009  0.0597     0.0043  0.1899
      4   0.1053  0.0581     0.0080  0.1905
      5   0.1043  0.0584     0.0080  0.1904
      6   0.1146  0.0551     0.0166  0.1918
      7   0.1220  0.0523     0.0251  0.1926
      8   0.1229  0.0514     0.0282  0.1927
      9   0.0637  0.0404     0.0061  0.1388
     10   0.0698  0.0415     0.0092  0.1463
     11   0.0728  0.0408     0.0133  0.1482
     12   0.0744  0.0402     0.0161  0.1489
     13   0.0768  0.0397     0.0190  0.1504
     14   0.0781  0.0393     0.0211  0.1511
     15   0.0789  0.0390     0.0226  0.1515
     16   0.0801  0.0387     0.0241  0.1522
     17   0.0807  0.0385     0.0253  0.1525
     18   0.0811  0.0383     0.0261  0.1527
     19   0.0819  0.0381     0.0277  0.1532

