trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  422 240.00  0.00 800.00 10.80  1
  1  664 370.00  0.00 800.00 260.00  0
  2  822 460.00  0.00 800.00 26.00  1
  3  698 390.00  0.00 800.00 104.00  0
  4  769 430.00  0.00 800.00 52.00  0
  5  661 370.00  0.00 800.00 52.00  1
  6  769 430.00  0.00 800.00 104.00  0
  7  661 370.00  0.00 800.00 26.00  0
  8 1421 790.00  0.00 800.00 520.00  0
  9 1421 770.00  0.00 800.00 260.00  0
 10  623 350.00  0.00 800.00 21.50  1
 11  624 350.00  0.00 800.00 26.00  1
 12  805 450.00  0.00 800.00 52.00  1
 13    0  10.00  0.00 800.00  0.43  1
 14  967 540.00  0.00 800.00 52.00  0
 15  463 260.00  0.00 800.00 52.00  1
 16  931 520.00  0.00 800.00 52.00  0
 17  553 310.00  0.00 800.00 52.00  1
 18  841 470.00  0.00 800.00 52.00  0
 19  517 290.00  0.00 800.00 52.00  1
