trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  537 300.00  0.00 800.00 156.00  0
  1  745 420.00  0.00 800.00  8.60  0
  2  652 370.00  0.00 800.00  3.00  1
  3  654 370.00  0.00 800.00  6.44  0
  4  742 420.00  0.00 800.00  3.00  0
  5  777 440.00  0.00 800.00  2.00  0
  6  651 370.00  0.00 800.00  2.00  1
  7  652 370.00  0.00 800.00  3.00  0
  8  651 370.00  0.00 800.00  3.00  1
  9 1416 790.00  0.00 800.00 26.00  0
 10  652 370.00  0.00 800.00  3.00  1
 11  743 420.00  0.00 800.00  4.30  0
 12  616 350.00  0.00 800.00  3.00  1
 13  598 340.00  0.00 800.00  3.00  1
 14  689 390.00  0.00 800.00  4.30  1
 15  887 500.00  0.00 800.00  4.30  0
 16  761 430.00  0.00 800.00  4.30  1
 17 1418 790.00  0.00 800.00 104.00  0
 18  977 550.00  0.00 800.00  4.30  0
 19  995 560.00  0.00 800.00  4.30  0
