Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.5084  1.6191    -4.9412 -0.2673
      1  -3.7866  1.0083    -5.1635 -2.6896
      2  -4.4626  0.8455    -5.6970 -3.8554
      3  -4.0848  0.6336    -4.6699 -3.7080
      4  -4.2614  0.6240    -4.8010 -4.0169
      5  -4.2062  0.4532    -4.4916 -4.0328
      6  -4.2270  0.3396    -4.4780 -4.2206
      7  -4.2268  0.2516    -4.4768 -4.2233
      8  -4.2211  0.1789    -4.4744 -4.2237
      9  -4.2135  0.1314    -4.4680 -4.2237
     10  -4.1451  0.4082    -4.4701 -3.9749
     11  -4.1474  0.3069    -4.4683 -3.9857
     12  -4.1434  0.2382    -4.4658 -3.9880
     13  -4.1416  0.1936    -4.4644 -3.9893
     14  -4.1400  0.1658    -4.4630 -3.9902
     15  -4.1391  0.1492    -4.4621 -3.9908
     16  -4.1412  0.1368    -4.4622 -3.9936
     17  -4.1437  0.1289    -4.4623 -3.9967
     18  -4.1448  0.1249    -4.4623 -3.9982
     19  -4.1445  0.1232    -4.4620 -3.9982

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0995  0.0598     0.0036  0.1896
      1   0.0985  0.0601     0.0030  0.1894
      2   0.0961  0.0606     0.0022  0.1890
      3   0.0990  0.0599     0.0026  0.1895
      4   0.1005  0.0602     0.0021  0.1900
      5   0.1114  0.0571     0.0097  0.1915
      6   0.1204  0.0535     0.0205  0.1925
      7   0.1225  0.0519     0.0269  0.1927
      8   0.1240  0.0506     0.0315  0.1928
      9   0.1292  0.0480     0.0397  0.1933
     10   0.0633  0.0374     0.0088  0.1316
     11   0.0650  0.0367     0.0127  0.1325
     12   0.0661  0.0363     0.0150  0.1332
     13   0.0668  0.0360     0.0162  0.1336
     14   0.0679  0.0358     0.0177  0.1343
     15   0.0687  0.0356     0.0190  0.1349
     16   0.0692  0.0354     0.0201  0.1351
     17   0.0698  0.0352     0.0212  0.1355
     18   0.0701  0.0351     0.0217  0.1357
     19   0.0704  0.0350     0.0221  0.1358

