trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1044 590.00  0.00 800.00  0.43  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  0
  3  714 400.00  0.00 800.00 26.00  1
  4  822 460.00  0.00 800.00 26.00  0
  5  714 400.00  0.00 800.00 52.00  0
  6  714 400.00  0.00 800.00 52.00  0
  7  714 380.00  0.00 800.00 52.00  0
  8  714 390.00  0.00 800.00 21.50  1
  9  714 400.00  0.00 800.00 52.00  0
 10  714 390.00  0.00 800.00 52.00  0
 11  714 390.00  0.00 800.00 52.00  0
 12  714 380.00  0.00 800.00 52.00  0
 13  714 400.00  0.00 800.00 52.00  0
 14  714 400.00  0.00 800.00 21.50  1
 15  822 460.00  0.00 800.00 26.00  1
 16  822 460.00  0.00 800.00 21.50  1
 17  822 480.00  0.00 800.00 52.00  0
 18  822 460.00  0.00 800.00 52.00  0
 19  822 440.00  0.00 800.00 52.00  0
 20  822 460.00  0.00 800.00 21.50  0
 21  822 450.00  0.00 800.00 21.50  1
 22  822 470.00  0.00 800.00 21.50  1
 23  822 460.00  0.00 800.00 52.00  0
 24  822 470.00  0.00 800.00 52.00  0
 25  822 480.00  0.00 800.00 52.00  0
 26  822 460.00  0.00 800.00 21.50  1
 27  822 470.00  0.00 800.00 52.00  0
 28  822 470.00  0.00 800.00 52.00  0
 29  822 450.00  0.00 800.00 21.50  1
 30  822 480.00  0.00 800.00 52.00  0
 31  822 440.00  0.00 800.00 21.50  1
 32  822 470.00  0.00 800.00 52.00  0
 33  822 480.00  0.00 800.00 52.00  0
 34  822 480.00  0.00 800.00 52.00  0
 35  822 470.00  0.00 800.00 21.50  1
 36  822 470.00  0.00 800.00 21.50  0
 37  822 470.00  0.00 800.00 21.50  1
 38  822 450.00  0.00 800.00 21.50  1
 39  822 450.00  0.00 800.00 21.50  0
 40  840 470.00  0.00 800.00 26.00  0
 41  840 450.00  0.00 800.00 21.50  1
