Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6296  2.1559    -9.1031 -2.4198
      1  -3.8426  1.1798    -5.6841 -2.2368
      2  -2.9275  0.7591    -3.9239 -2.1423
      3  -2.4214  0.6449    -3.0661 -1.9782
      4  -2.5736  0.5379    -3.1153 -2.3476
      5  -2.7153  0.5084    -3.2154 -2.5114
      6  -2.6480  0.3812    -2.9063 -2.4976
      7  -2.5657  0.7596    -3.0687 -2.2326
      8  -2.6930  0.7891    -3.2341 -2.3884
      9  -2.7079  0.6582    -3.1413 -2.4616
     10  -2.7592  1.1177    -5.0244 -2.2172
     11  -2.6474  0.8441    -3.2267 -2.3117
     12  -2.5723  0.8735    -3.1376 -2.1917
     13  -2.4938  0.7715    -2.8940 -2.1759
     14  -2.4666  0.5851    -2.8713 -2.3266
     15  -2.4221  0.4707    -2.8120 -2.3353
     16  -2.3968  0.4737    -2.6686 -2.2396
     17  -2.3934  0.3556    -2.6384 -2.3765
     18  -2.3910  0.2679    -2.6373 -2.3822
     19  -2.3812  0.2010    -2.6320 -2.3827

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0588     0.0064  0.1898
      1   0.1015  0.0589     0.0062  0.1898
      2   0.1019  0.0588     0.0065  0.1899
      3   0.1004  0.0590     0.0054  0.1896
      4   0.1038  0.0578     0.0084  0.1900
      5   0.1020  0.0579     0.0082  0.1896
      6   0.1131  0.0551     0.0164  0.1914
      7   0.0589  0.0415     0.0006  0.1367
      8   0.0549  0.0388     0.0001  0.1264
      9   0.0615  0.0401     0.0024  0.1347
     10   0.0328  0.0247     0.0000  0.0750
     11   0.0357  0.0241     0.0001  0.0767
     12   0.0353  0.0244     0.0001  0.0774
     13   0.0390  0.0259     0.0002  0.0837
     14   0.0420  0.0254     0.0033  0.0858
     15   0.0459  0.0259     0.0063  0.0899
     16   0.0463  0.0264     0.0056  0.0912
     17   0.0491  0.0258     0.0092  0.0931
     18   0.0515  0.0254     0.0124  0.0948
     19   0.0539  0.0252     0.0150  0.0965

