trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  257 150.00  0.00 800.00  4.30  0
  1 1092 610.00  0.00 800.00 26.00  0
  2 1380 770.00  0.00 800.00 26.00  0
  3  561 320.00  0.00 800.00  2.00  0
  4  776 440.00  0.00 800.00  1.00  0
  5  794 450.00  0.00 800.00  1.00  0
  6  776 420.00  0.00 800.00  2.00  0
  7  776 430.00  0.00 800.00  2.00  0
  8  883 500.00  0.00 800.00  0.71  0
  9  758 430.00  0.00 800.00  1.00  0
 10  758 410.00  0.00 800.00  2.00  0
 11  758 430.00  0.00 800.00  2.00  0
 12  187 110.00  0.00 800.00  8.60  0
 13  758 410.00  0.00 800.00  2.00  0
 14   51  30.00  0.00 800.00 156.00  0
 15  101  60.00  0.00 800.00 21.50  0
 16   50  30.00  0.00 800.00 104.00  0
 17   50  30.00  0.00 800.00 156.00  0
 18  152  90.00  0.00 800.00 10.80  0
 19  954 540.00  0.00 800.00  0.43  0
