Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9905  1.9585    -9.1399 -3.1169
      1  -4.4665  1.1231    -6.2222 -2.9729
      2  -5.3862  0.7159    -6.3113 -4.7467
      3  -4.9786  0.5660    -5.6263 -4.5655
      4  -4.6977  0.5954    -5.2393 -4.2430
      5  -4.7722  0.4357    -5.2378 -4.7214
      6  -4.7658  0.3274    -5.2086 -4.7427
      7  -4.4894  1.1286    -6.1098 -2.6796
      8  -4.5712  0.8759    -5.4883 -3.7118
      9  -4.6129  0.6806    -5.3329 -4.1560
     10  -4.7191  0.6620    -5.4448 -4.3308
     11  -4.6792  0.5315    -5.2344 -4.3709
     12  -4.7304  0.4511    -5.2411 -4.5060
     13  -4.7365  0.3503    -5.2296 -4.5235
     14  -4.7099  0.2819    -5.1533 -4.5209
     15  -4.6201  0.3613    -5.0435 -4.4793
     16  -4.5484  0.3649    -4.9870 -4.3632
     17  -4.5087  0.3179    -4.9567 -4.3376
     18  -4.4994  0.2544    -4.9380 -4.3491
     19  -4.5085  0.2031    -4.9378 -4.4225

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0590     0.0056  0.1897
      1   0.1009  0.0590     0.0057  0.1897
      2   0.1005  0.0592     0.0051  0.1896
      3   0.1006  0.0590     0.0055  0.1896
      4   0.0943  0.0601     0.0027  0.1884
      5   0.1066  0.0576     0.0087  0.1905
      6   0.1095  0.0560     0.0143  0.1908
      7   0.0218  0.0199     0.0000  0.0579
      8   0.0253  0.0203     0.0001  0.0613
      9   0.0281  0.0203     0.0001  0.0640
     10   0.0279  0.0196     0.0001  0.0621
     11   0.0309  0.0201     0.0017  0.0659
     12   0.0337  0.0208     0.0031  0.0697
     13   0.0348  0.0206     0.0052  0.0706
     14   0.0375  0.0208     0.0075  0.0736
     15   0.0303  0.0166     0.0046  0.0582
     16   0.0304  0.0173     0.0043  0.0600
     17   0.0327  0.0184     0.0056  0.0644
     18   0.0343  0.0184     0.0074  0.0660
     19   0.0356  0.0183     0.0084  0.0670

