Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.3596  1.3883    -3.5669 -0.1367
      1  -2.0246  1.2724    -4.7552 -1.3183
      2  -2.3435  1.3009    -5.6054 -1.7126
      3  -2.0502  1.0587    -3.3674 -1.6169
      4  -1.9758  0.8128    -2.3989 -1.6705
      5  -1.8858  0.5961    -2.1128 -1.6656
      6  -1.8643  0.4417    -2.1102 -1.6982
      7  -1.8403  0.3195    -2.1030 -1.6985
      8  -1.8297  0.2365    -2.1002 -1.6996
      9  -1.8310  0.1768    -2.1001 -1.7269
     10  -1.8280  0.1373    -2.0992 -1.7268
     11  -1.8217  0.1232    -2.0984 -1.7021
     12  -1.8206  0.1070    -2.0983 -1.7008
     13  -1.8237  0.0923    -2.0984 -1.7162
     14  -1.8253  0.0842    -2.0985 -1.7251
     15  -1.8247  0.0816    -2.0984 -1.7227
     16  -1.8260  0.0779    -2.0985 -1.7301
     17  -1.8258  0.0772    -2.0985 -1.7294
     18  -1.8258  0.0768    -2.0985 -1.7292
     19  -1.8275  0.0740    -2.0986 -1.7403

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0959  0.0615     0.0001  0.1892
      1   0.0934  0.0624     0.0001  0.1888
      2   0.0914  0.0626     0.0001  0.1884
      3   0.0956  0.0612     0.0001  0.1889
      4   0.1013  0.0586     0.0034  0.1896
      5   0.1107  0.0561     0.0131  0.1911
      6   0.1140  0.0541     0.0207  0.1914
      7   0.1184  0.0519     0.0276  0.1919
      8   0.1213  0.0504     0.0322  0.1922
      9   0.1233  0.0492     0.0364  0.1924
     10   0.1252  0.0481     0.0396  0.1926
     11   0.1286  0.0478     0.0418  0.1933
     12   0.1305  0.0469     0.0442  0.1935
     13   0.1317  0.0460     0.0472  0.1936
     14   0.1324  0.0455     0.0490  0.1937
     15   0.1340  0.0448     0.0511  0.1939
     16   0.1346  0.0444     0.0525  0.1939
     17   0.1354  0.0440     0.0540  0.1940
     18   0.1359  0.0437     0.0550  0.1940
     19   0.1365  0.0432     0.0566  0.1941

