trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  553 310.00  0.00 800.00 52.00  1
  1  791 440.00  0.00 800.00 520.00  1
  2 1187 660.00  0.00 800.00 520.00  0
  3 1043 580.00  0.00 800.00 520.00  0
  4  881 490.00  0.00 800.00 520.00  0
  5  773 430.00  0.00 800.00 520.00  0
  6  808 450.00  0.00 800.00 260.00  0
  7  698 390.00  0.00 800.00 104.00  0
  8    0  10.00  0.00 800.00  0.43  0
  9 1421 790.00  0.00 800.00 520.00  1
 10  716 400.00  0.00 800.00 104.00  1
 11  716 400.00  0.00 800.00 156.00  1
 12  716 390.00  0.00 800.00 52.00  0
 13  716 420.00  0.00 800.00 52.00  0
 14  716 420.00  0.00 800.00 156.00  0
 15  716 410.00  0.00 800.00 52.00  0
 16  716 380.00  0.00 800.00 156.00  0
 17  716 420.00  0.00 800.00 156.00  1
 18  716 380.00  0.00 800.00 156.00  1
 19  716 420.00  0.00 800.00 156.00  0
