Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3730  1.7570    -9.1792 -3.8578
      1  -4.9804  1.0108    -6.5096 -3.7331
      2  -4.2069  0.6910    -5.0523 -3.5736
      3  -4.5085  0.5524    -5.1766 -4.1933
      4  -4.3418  0.4616    -4.8018 -4.0917
      5  -4.4815  0.4331    -4.9196 -4.3003
      6  -4.4841  0.3278    -4.9013 -4.3273
      7  -4.4851  0.2574    -4.8904 -4.3440
      8  -4.4711  0.1896    -4.8013 -4.3453
      9  -4.4612  0.1481    -4.7365 -4.3445
     10  -4.5553  0.3268    -4.9796 -4.4155
     11  -4.6600  0.3467    -4.9979 -4.4986
     12  -4.6638  0.2700    -4.9962 -4.5062
     13  -4.6560  0.2156    -4.9907 -4.5068
     14  -4.6598  0.1803    -4.9903 -4.5120
     15  -4.6621  0.1586    -4.9900 -4.5152
     16  -4.6632  0.1460    -4.9898 -4.5169
     17  -4.6640  0.1388    -4.9896 -4.5180
     18  -4.6611  0.1323    -4.9878 -4.5175
     19  -4.6547  0.1306    -4.9859 -4.5150

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0592     0.0050  0.1897
      1   0.1004  0.0593     0.0047  0.1896
      2   0.0996  0.0594     0.0042  0.1894
      3   0.1017  0.0588     0.0060  0.1898
      4   0.1058  0.0577     0.0090  0.1905
      5   0.1065  0.0574     0.0094  0.1905
      6   0.1085  0.0561     0.0143  0.1907
      7   0.1098  0.0553     0.0171  0.1908
      8   0.1136  0.0534     0.0229  0.1912
      9   0.1172  0.0519     0.0278  0.1917
     10   0.0629  0.0385     0.0096  0.1350
     11   0.0617  0.0389     0.0084  0.1354
     12   0.0632  0.0385     0.0106  0.1363
     13   0.0657  0.0382     0.0139  0.1380
     14   0.0669  0.0379     0.0154  0.1389
     15   0.0677  0.0376     0.0165  0.1394
     16   0.0682  0.0375     0.0173  0.1397
     17   0.0686  0.0374     0.0179  0.1399
     18   0.0698  0.0372     0.0197  0.1409
     19   0.0723  0.0375     0.0215  0.1437

