Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3730  1.7570    -9.1792 -3.8578
      1  -4.9804  1.0108    -6.5096 -3.7331
      2  -4.3299  0.7076    -5.2545 -3.6347
      3  -3.9223  0.5885    -4.5493 -3.4773
      4  -4.1088  0.4703    -4.6439 -3.9062
      5  -4.2525  0.4432    -4.7282 -4.0880
      6  -4.2097  0.3291    -4.4780 -4.0893
      7  -4.2257  0.2454    -4.4774 -4.2228
      8  -4.2200  0.1779    -4.4742 -4.2233
      9  -4.2209  0.1335    -4.4738 -4.2248
     10  -4.3028  0.3302    -4.7236 -4.2271
     11  -4.3023  0.2593    -4.7200 -4.2298
     12  -4.2929  0.2039    -4.7084 -4.2300
     13  -4.2929  0.1734    -4.7073 -4.2309
     14  -4.2934  0.1548    -4.7066 -4.2320
     15  -4.2386  0.1085    -4.5996 -4.2281
     16  -4.2339  0.0899    -4.5658 -4.2280
     17  -4.2343  0.0819    -4.5644 -4.2286
     18  -4.2317  0.0734    -4.5392 -4.2285
     19  -4.2302  0.0683    -4.5204 -4.2285

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0592     0.0050  0.1897
      1   0.1004  0.0593     0.0047  0.1896
      2   0.1005  0.0590     0.0053  0.1896
      3   0.1002  0.0591     0.0051  0.1895
      4   0.1049  0.0581     0.0082  0.1904
      5   0.1042  0.0584     0.0082  0.1904
      6   0.1145  0.0552     0.0164  0.1918
      7   0.1219  0.0523     0.0249  0.1926
      8   0.1239  0.0507     0.0307  0.1928
      9   0.1250  0.0498     0.0341  0.1929
     10   0.0670  0.0399     0.0107  0.1419
     11   0.0685  0.0394     0.0135  0.1428
     12   0.0702  0.0389     0.0160  0.1437
     13   0.0709  0.0387     0.0171  0.1440
     14   0.0719  0.0385     0.0185  0.1446
     15   0.0795  0.0401     0.0219  0.1543
     16   0.0810  0.0397     0.0238  0.1551
     17   0.0818  0.0395     0.0250  0.1555
     18   0.0827  0.0392     0.0265  0.1560
     19   0.0832  0.0390     0.0277  0.1563

