Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6658  2.1450    -9.1077 -2.4649
      1  -3.9961  1.2383    -5.9280 -2.2574
      2  -5.0089  0.7394    -6.0265 -4.2540
      3  -4.6087  0.5524    -5.2661 -4.2199
      4  -4.8754  0.4649    -5.4223 -4.6116
      5  -4.7157  0.4363    -5.1397 -4.5184
      6  -4.7261  0.3222    -5.1214 -4.5505
      7  -4.7306  0.2484    -5.1105 -4.5694
      8  -4.7164  0.1890    -5.0003 -4.5686
      9  -4.7186  0.1543    -5.0001 -4.5782
     10  -4.7152  0.1303    -4.9969 -4.5785
     11  -4.8027  0.2594    -5.2317 -4.6845
     12  -4.9195  0.2976    -5.2577 -4.7625
     13  -4.9746  0.2502    -5.2608 -4.8235
     14  -4.9956  0.1950    -5.2609 -4.9403
     15  -4.9912  0.1466    -5.2572 -4.9454
     16  -4.9889  0.1165    -5.2551 -4.9456
     17  -4.9999  0.0847    -5.2555 -5.0117
     18  -4.9687  0.1806    -5.2554 -4.8276
     19  -4.9885  0.1397    -5.2562 -4.9270

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1037  0.0581     0.0076  0.1901
      1   0.1036  0.0583     0.0072  0.1901
      2   0.1038  0.0581     0.0074  0.1901
      3   0.1046  0.0576     0.0090  0.1902
      4   0.1044  0.0572     0.0102  0.1900
      5   0.1056  0.0573     0.0102  0.1904
      6   0.1081  0.0558     0.0158  0.1906
      7   0.1097  0.0549     0.0192  0.1907
      8   0.1142  0.0531     0.0243  0.1913
      9   0.1150  0.0526     0.0262  0.1914
     10   0.1167  0.0517     0.0290  0.1916
     11   0.0634  0.0372     0.0127  0.1333
     12   0.0602  0.0373     0.0102  0.1311
     13   0.0682  0.0398     0.0122  0.1422
     14   0.0740  0.0400     0.0154  0.1471
     15   0.0766  0.0393     0.0188  0.1487
     16   0.0798  0.0390     0.0219  0.1511
     17   0.0848  0.0387     0.0261  0.1550
     18   0.0542  0.0264     0.0147  0.0998
     19   0.0580  0.0267     0.0169  0.1032

