trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  427 240.00  0.00 800.00 52.00  1
  1  683 380.00  0.00 800.00 520.00  0
  2  698 390.00  0.00 800.00 104.00  0
  3  661 370.00  0.00 800.00 52.00  1
  4  769 430.00  0.00 800.00 52.00  1
  5  608 340.00  0.00 800.00 104.00  1
  6  716 400.00  0.00 800.00 104.00  1
  7  699 390.00  0.00 800.00 156.00  1
  8  754 420.00  0.00 800.00 260.00  0
  9  700 390.00  0.00 800.00 260.00  0
 10  771 430.00  0.00 800.00 156.00  0
 11  663 370.00  0.00 800.00 156.00  0
 12  590 330.00  0.00 800.00 104.00  1
 13  681 380.00  0.00 800.00 156.00  1
 14  843 470.00  0.00 800.00 156.00  1
 15    6  10.00  0.00 800.00  6.44  1
 16  880 490.00  0.00 800.00 260.00  1
 17    4  10.00  0.00 800.00  3.00  0
 18    7  10.00  0.00 800.00  8.60  1
 19    6  10.00  0.00 800.00  6.44  0
