Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4181  1.6744    -4.9689 -0.2519
      1  -3.6115  1.2351    -6.1434 -2.4205
      2  -4.2439  1.1665    -7.2377 -3.4414
      3  -3.7258  0.6193    -4.3366 -3.3480
      4  -3.5534  0.4978    -3.9671 -3.2569
      5  -3.7054  0.4659    -4.1074 -3.5164
      6  -3.7209  0.3583    -4.0941 -3.6947
      7  -3.6940  0.2544    -3.9463 -3.6948
      8  -3.6484  0.6323    -3.9559 -3.4297
      9  -3.6921  0.5279    -3.9521 -3.4911
     10  -3.6741  0.3869    -3.9467 -3.5046
     11  -3.6789  0.2884    -3.9455 -3.5562
     12  -3.6804  0.2151    -3.9447 -3.5984
     13  -3.6848  0.1620    -3.9443 -3.6902
     14  -3.6894  0.1223    -3.9441 -3.6964
     15  -3.6873  0.0931    -3.9430 -3.6964
     16  -3.6863  0.0744    -3.9423 -3.6965
     17  -3.6856  0.0627    -3.9418 -3.6965
     18  -3.6850  0.0552    -3.9413 -3.6965
     19  -3.6848  0.0512    -3.9411 -3.6965

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0980  0.0603     0.0030  0.1894
      1   0.0957  0.0609     0.0025  0.1890
      2   0.0932  0.0614     0.0025  0.1887
      3   0.1030  0.0585     0.0057  0.1900
      4   0.1058  0.0578     0.0088  0.1905
      5   0.1082  0.0570     0.0103  0.1908
      6   0.1162  0.0543     0.0192  0.1919
      7   0.1237  0.0511     0.0295  0.1928
      8   0.0627  0.0411     0.0013  0.1385
      9   0.0699  0.0420     0.0057  0.1467
     10   0.0724  0.0410     0.0116  0.1479
     11   0.0759  0.0402     0.0167  0.1500
     12   0.0780  0.0395     0.0205  0.1511
     13   0.0805  0.0391     0.0233  0.1528
     14   0.0830  0.0387     0.0262  0.1547
     15   0.0837  0.0384     0.0278  0.1550
     16   0.0841  0.0382     0.0286  0.1552
     17   0.0845  0.0381     0.0293  0.1554
     18   0.0850  0.0379     0.0301  0.1557
     19   0.0852  0.0378     0.0305  0.1557

