Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9614  1.9746    -9.1370 -3.0608
      1  -4.4368  1.1382    -6.2190 -2.9191
      2  -3.5233  0.7257    -4.4613 -2.7460
      3  -3.1234  0.6045    -3.7746 -2.6661
      4  -3.3368  0.4963    -3.8788 -3.0928
      5  -3.1869  0.4740    -3.6203 -2.9751
      6  -3.0654  0.8804    -3.7761 -2.3903
      7  -2.9901  0.7234    -3.4228 -2.4277
      8  -3.0776  0.6150    -3.4249 -2.8301
      9  -3.0910  0.4794    -3.4217 -2.9190
     10  -3.0135  0.4621    -3.4053 -2.9088
     11  -3.1317  0.5188    -3.4227 -2.9290
     12  -3.0851  0.4874    -3.4157 -2.9168
     13  -3.0855  0.3735    -3.4136 -2.9284
     14  -3.0385  0.3400    -3.4054 -2.9196
     15  -3.0522  0.2755    -3.4068 -2.9265
     16  -3.0650  0.2257    -3.4081 -2.9324
     17  -3.0530  0.1899    -3.4054 -2.9303
     18  -3.0266  0.1717    -3.4002 -2.9252
     19  -3.0321  0.1546    -3.4012 -2.9269

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1011  0.0590     0.0056  0.1898
      1   0.1011  0.0590     0.0058  0.1897
      2   0.1011  0.0590     0.0057  0.1897
      3   0.1008  0.0589     0.0058  0.1896
      4   0.1038  0.0581     0.0083  0.1901
      5   0.1046  0.0577     0.0086  0.1902
      6   0.0495  0.0397     0.0001  0.1250
      7   0.0549  0.0405     0.0008  0.1312
      8   0.0614  0.0410     0.0026  0.1376
      9   0.0673  0.0407     0.0077  0.1428
     10   0.0658  0.0393     0.0082  0.1384
     11   0.0579  0.0350     0.0058  0.1207
     12   0.0565  0.0334     0.0071  0.1161
     13   0.0598  0.0329     0.0115  0.1187
     14   0.0589  0.0312     0.0131  0.1142
     15   0.0622  0.0314     0.0162  0.1179
     16   0.0650  0.0315     0.0190  0.1213
     17   0.0674  0.0315     0.0216  0.1236
     18   0.0688  0.0315     0.0230  0.1252
     19   0.0705  0.0313     0.0248  0.1268

