trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1353 760.00  0.00 800.00  2.00  1
  1  737 410.00  0.00 800.00 520.00  0
  2  681 380.00  0.00 800.00 156.00  1
  3  700 390.00  0.00 800.00 260.00  0
  4  771 430.00  0.00 800.00 156.00  1
  5  700 400.00  0.00 800.00 520.00  0
  6  700 410.00  0.00 800.00 156.00  1
  7  700 370.00  0.00 800.00 520.00  0
  8  700 400.00  0.00 800.00 520.00  0
  9  700 400.00  0.00 800.00 156.00  1
 10  700 380.00  0.00 800.00 156.00  1
 11  700 380.00  0.00 800.00 520.00  0
 12  700 400.00  0.00 800.00 520.00  0
 13  700 400.00  0.00 800.00 156.00  1
 14  700 410.00  0.00 800.00 520.00  0
 15  700 370.00  0.00 800.00 520.00  0
 16  700 400.00  0.00 800.00 520.00  0
 17  700 380.00  0.00 800.00 520.00  0
 18  700 380.00  0.00 800.00 520.00  0
 19  700 370.00  0.00 800.00 156.00  1
 20  700 370.00  0.00 800.00 156.00  1
 21  700 400.00  0.00 800.00 520.00  0
 22  700 410.00  0.00 800.00 520.00  0
 23  700 410.00  0.00 800.00 156.00  1
 24  700 370.00  0.00 800.00 156.00  1
 25  700 390.00  0.00 800.00 520.00  0
 26  700 370.00  0.00 800.00 156.00  1
 27  700 390.00  0.00 800.00 520.00  0
 28  700 390.00  0.00 800.00 156.00  1
 29  700 410.00  0.00 800.00 156.00  1
 30  700 410.00  0.00 800.00 520.00  0
 31  700 390.00  0.00 800.00 156.00  1
 32  700 390.00  0.00 800.00 520.00  0
 33  700 380.00  0.00 800.00 156.00  1
 34  700 380.00  0.00 800.00 520.00  0
 35  700 380.00  0.00 800.00 520.00  0
 36  700 380.00  0.00 800.00 156.00  1
 37  700 370.00  0.00 800.00 520.00  0
 38  700 380.00  0.00 800.00 520.00  0
 39  700 390.00  0.00 800.00 520.00  0
 40  700 400.00  0.00 800.00 520.00  0
 41  700 400.00  0.00 800.00 520.00  0
