Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.0250  1.5170    -7.6722 -4.8220
      1  -5.8396  1.0201    -7.0852 -4.3548
      2  -5.2228  0.8754    -6.0897 -3.8896
      3  -4.8507  0.8417    -5.6724 -3.5094
      4  -4.5801  0.8308    -5.3495 -3.2187
      5  -4.2909  0.8452    -5.1377 -2.8894
      6  -3.8037  0.9487    -4.8565 -2.2524
      7  -3.3194  1.0457    -4.5204 -1.6664
      8  -2.7891  1.2325    -4.4156 -0.9966
      9  -3.0279  1.0025    -4.2929 -1.7743
     10  -3.1538  0.8273    -4.2140 -2.2349
     11  -3.2951  0.7220    -4.2691 -2.5688
     12  -3.1192  0.7059    -4.0023 -2.4277
     13  -3.1763  0.5966    -3.9950 -2.6472
     14  -3.0948  0.5152    -3.8282 -2.6181
     15  -3.1411  0.4407    -3.8415 -2.7197
     16  -3.0778  0.3847    -3.6756 -2.6977
     17  -3.1926  0.3979    -3.8176 -2.8432
     18  -3.2238  0.3454    -3.8301 -2.9258
     19  -3.1800  0.3014    -3.6860 -2.9175

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1039  0.0596     0.0023  0.1905
      1   0.0998  0.0610     0.0009  0.1900
      2   0.0933  0.0620     0.0004  0.1889
      3   0.0821  0.0606     0.0004  0.1853
      4   0.0704  0.0571     0.0007  0.1783
      5   0.0528  0.0473     0.0008  0.1522
      6   0.0263  0.0236     0.0001  0.0702
      7   0.0157  0.0123     0.0001  0.0365
      8   0.0099  0.0064     0.0001  0.0193
      9   0.0112  0.0070     0.0001  0.0207
     10   0.0124  0.0073     0.0002  0.0230
     11   0.0133  0.0076     0.0004  0.0246
     12   0.0133  0.0077     0.0004  0.0251
     13   0.0144  0.0080     0.0007  0.0263
     14   0.0154  0.0083     0.0009  0.0274
     15   0.0165  0.0085     0.0013  0.0290
     16   0.0175  0.0088     0.0016  0.0309
     17   0.0166  0.0083     0.0014  0.0286
     18   0.0176  0.0084     0.0018  0.0302
     19   0.0186  0.0086     0.0023  0.0317

