Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.3058  2.3400    -9.0706 -1.7928
      1  -3.2453  1.2228    -5.1379 -1.5724
      2  -4.2292  0.7431    -5.2347 -3.4644
      3  -4.6336  0.5885    -5.2887 -4.2254
      4  -4.3501  0.4699    -4.8497 -4.0867
      5  -4.2035  0.4442    -4.6375 -3.9840
      6  -4.2375  0.3295    -4.6341 -4.2191
      7  -4.2148  0.2446    -4.4735 -4.2194
      8  -4.2161  0.1793    -4.4730 -4.2210
      9  -4.2138  0.1349    -4.4714 -4.2213
     10  -4.2146  0.1044    -4.4712 -4.2222
     11  -4.2135  0.0844    -4.4702 -4.2223
     12  -4.2139  0.0723    -4.4702 -4.2226
     13  -4.2135  0.0648    -4.4698 -4.2227
     14  -4.2128  0.0592    -4.4691 -4.2228
     15  -4.2127  0.0567    -4.4689 -4.2228
     16  -4.2126  0.0552    -4.4687 -4.2229
     17  -4.2122  0.0531    -4.4683 -4.2229
     18  -4.2125  0.0515    -4.4683 -4.2231
     19  -4.2177  0.0356    -4.4687 -4.2278

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1026  0.0584     0.0076  0.1899
      1   0.1027  0.0585     0.0071  0.1900
      2   0.1026  0.0587     0.0067  0.1900
      3   0.1034  0.0585     0.0074  0.1902
      4   0.1047  0.0580     0.0089  0.1903
      5   0.1045  0.0582     0.0088  0.1904
      6   0.1146  0.0551     0.0171  0.1917
      7   0.1220  0.0522     0.0255  0.1926
      8   0.1232  0.0512     0.0291  0.1927
      9   0.1244  0.0503     0.0323  0.1928
     10   0.1249  0.0498     0.0341  0.1928
     11   0.1257  0.0492     0.0360  0.1929
     12   0.1259  0.0490     0.0366  0.1929
     13   0.1262  0.0487     0.0376  0.1929
     14   0.1269  0.0483     0.0391  0.1930
     15   0.1271  0.0481     0.0397  0.1930
     16   0.1272  0.0480     0.0402  0.1930
     17   0.1277  0.0476     0.0414  0.1930
     18   0.1278  0.0475     0.0417  0.1931
     19   0.1326  0.0454     0.0487  0.1936

