Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9905  1.9585    -9.1399 -3.1169
      1  -4.4510  1.1153    -6.2006 -2.9712
      2  -5.2464  0.7387    -6.2810 -4.4998
      3  -4.7293  0.5713    -5.3962 -4.3074
      4  -4.9025  0.4763    -5.4712 -4.7295
      5  -4.7374  0.4533    -5.1789 -4.5659
      6  -4.7153  0.3482    -4.9991 -4.5794
      7  -4.7409  0.2505    -4.9988 -4.7480
      8  -4.7396  0.1839    -4.9971 -4.7487
      9  -4.7364  0.1372    -4.9934 -4.7491
     10  -4.7361  0.1053    -4.9926 -4.7495
     11  -4.7375  0.0779    -4.9926 -4.7501
     12  -4.7372  0.0628    -4.9920 -4.7502
     13  -4.7368  0.0527    -4.9914 -4.7504
     14  -4.7359  0.1409    -4.9962 -4.7463
     15  -4.7424  0.1038    -4.9964 -4.7512
     16  -4.7672  0.2101    -5.1654 -4.7505
     17  -4.8439  0.3393    -5.2434 -4.7532
     18  -4.8566  0.2700    -5.2435 -4.7593
     19  -4.9241  0.6356    -5.4186 -4.7464

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1010  0.0590     0.0056  0.1897
      1   0.1012  0.0590     0.0057  0.1898
      2   0.1015  0.0590     0.0060  0.1899
      3   0.1002  0.0592     0.0052  0.1896
      4   0.1040  0.0582     0.0078  0.1902
      5   0.1070  0.0585     0.0077  0.1910
      6   0.1159  0.0556     0.0150  0.1922
      7   0.1247  0.0517     0.0268  0.1931
      8   0.1261  0.0505     0.0315  0.1932
      9   0.1294  0.0484     0.0384  0.1934
     10   0.1304  0.0476     0.0417  0.1935
     11   0.1308  0.0472     0.0428  0.1935
     12   0.1317  0.0464     0.0453  0.1936
     13   0.1341  0.0452     0.0495  0.1938
     14   0.0783  0.0386     0.0210  0.1489
     15   0.0819  0.0380     0.0251  0.1513
     16   0.0542  0.0258     0.0147  0.0980
     17   0.0414  0.0207     0.0085  0.0756
     18   0.0434  0.0206     0.0109  0.0776
     19   0.0255  0.0147     0.0001  0.0483

