Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.8328  2.0494    -9.1242 -2.8151
      1  -4.0471  1.0997    -5.7104 -2.6402
      2  -3.2648  0.7663    -4.2093 -2.4550
      3  -2.8483  0.6561    -3.5248 -2.3015
      4  -2.5470  0.6919    -3.1203 -1.7473
      5  -2.2559  0.8919    -2.8950 -0.8369
      6  -2.4347  0.6204    -2.8897 -2.1383
      7  -2.6785  0.8843    -3.4675 -2.1923
      8  -2.7420  0.7829    -3.4085 -2.4090
      9  -2.6685  0.6089    -3.0866 -2.4151
     10  -2.6248  0.9140    -3.3283 -2.1462
     11  -2.7169  0.9032    -3.4254 -2.3396
     12  -2.7178  0.7580    -3.2073 -2.4184
     13  -2.7042  0.6083    -3.1274 -2.4870
     14  -2.6627  0.4548    -2.9922 -2.4949
     15  -2.6751  0.4006    -3.0148 -2.6417
     16  -2.8580  0.8554    -3.6313 -2.5992
     17  -2.7805  0.6596    -3.2793 -2.6391
     18  -2.7285  0.5143    -3.1419 -2.6401
     19  -2.6994  0.3853    -3.1158 -2.6413

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0591     0.0055  0.1897
      1   0.1002  0.0593     0.0049  0.1896
      2   0.0997  0.0593     0.0050  0.1895
      3   0.0989  0.0593     0.0050  0.1893
      4   0.0928  0.0602     0.0032  0.1879
      5   0.0701  0.0585     0.0008  0.1793
      6   0.0878  0.0577     0.0035  0.1846
      7   0.0480  0.0376     0.0001  0.1186
      8   0.0522  0.0388     0.0001  0.1244
      9   0.0586  0.0388     0.0032  0.1300
     10   0.0362  0.0262     0.0001  0.0816
     11   0.0357  0.0248     0.0001  0.0781
     12   0.0397  0.0253     0.0001  0.0823
     13   0.0434  0.0254     0.0028  0.0860
     14   0.0463  0.0247     0.0073  0.0877
     15   0.0493  0.0256     0.0087  0.0921
     16   0.0256  0.0162     0.0001  0.0521
     17   0.0280  0.0159     0.0012  0.0536
     18   0.0304  0.0157     0.0036  0.0552
     19   0.0317  0.0153     0.0067  0.0562

