Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.3759  1.7480    -5.7032 -0.2413
      1  -3.6353  1.4140    -7.2160 -2.4096
      2  -4.3946  1.4482    -8.1646 -3.4323
      3  -5.0427  1.5844    -8.7082 -3.9443
      4  -6.1897  1.6437    -9.1130 -4.3771
      5  -5.0199  0.8889    -6.5712 -4.2575
      6  -4.5941  0.6302    -5.4729 -4.1513
      7  -4.4475  0.5211    -4.9878 -4.0694
      8  -4.2544  0.7055    -4.9567 -3.6867
      9  -4.4091  0.7557    -5.2104 -3.8814
     10  -4.4888  0.6725    -5.2233 -4.1677
     11  -4.5245  0.5574    -5.1834 -4.2771
     12  -4.4802  0.4243    -4.9369 -4.2847
     13  -4.4814  0.3244    -4.9180 -4.3055
     14  -4.5898  0.5416    -5.2529 -4.3368
     15  -4.5366  0.4318    -5.0021 -4.3367
     16  -4.6662  0.6491    -5.4139 -4.3503
     17  -4.6372  0.5019    -5.2113 -4.3983
     18  -4.7917  0.9227    -5.9315 -4.1715
     19  -4.7956  0.7125    -5.6781 -4.3593

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0966  0.0605     0.0026  0.1892
      1   0.0926  0.0613     0.0019  0.1885
      2   0.0861  0.0619     0.0016  0.1873
      3   0.0729  0.0607     0.0013  0.1836
      4   0.0342  0.0337     0.0007  0.1034
      5   0.0458  0.0406     0.0010  0.1310
      6   0.0590  0.0466     0.0018  0.1532
      7   0.0677  0.0494     0.0033  0.1640
      8   0.0393  0.0312     0.0001  0.0975
      9   0.0359  0.0281     0.0001  0.0873
     10   0.0400  0.0299     0.0001  0.0944
     11   0.0446  0.0310     0.0017  0.1002
     12   0.0496  0.0309     0.0050  0.1042
     13   0.0507  0.0305     0.0075  0.1049
     14   0.0297  0.0189     0.0014  0.0618
     15   0.0330  0.0192     0.0032  0.0655
     16   0.0219  0.0134     0.0002  0.0434
     17   0.0236  0.0131     0.0015  0.0447
     18   0.0132  0.0085     0.0000  0.0257
     19   0.0139  0.0082     0.0001  0.0260

