Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.2334  1.9762    -6.3727 -0.3426
      1  -4.9024  1.1059    -6.5545 -3.5156
      2  -4.0826  0.7113    -4.9841 -3.4400
      3  -3.6913  0.6057    -4.3434 -3.2610
      4  -3.3974  0.6994    -3.9433 -2.7230
      5  -3.0428  1.2141    -4.5283 -1.0070
      6  -2.4810  1.6510    -6.3160 -0.3804
      7  -2.7847  1.3528    -5.6075 -1.0722
      8  -2.9094  1.0944    -4.4222 -1.7652
      9  -3.0104  0.9155    -4.0617 -2.2107
     10  -3.0457  0.7486    -3.9014 -2.4609
     11  -2.9044  0.7422    -3.6512 -2.3830
     12  -2.7801  0.8626    -3.5998 -2.1510
     13  -2.7739  0.6859    -3.4268 -2.3248
     14  -2.7776  0.5527    -3.4033 -2.4120
     15  -2.9857  0.7664    -3.7945 -2.4775
     16  -2.9195  0.6115    -3.5891 -2.4866
     17  -2.8813  0.4854    -3.4605 -2.4951
     18  -2.8982  0.4040    -3.4516 -2.6025
     19  -2.8613  0.3418    -3.3956 -2.5845

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0593     0.0051  0.1897
      1   0.1000  0.0596     0.0046  0.1896
      2   0.1012  0.0593     0.0049  0.1899
      3   0.1004  0.0594     0.0046  0.1897
      4   0.0935  0.0617     0.0017  0.1888
      5   0.0340  0.0350     0.0001  0.1039
      6   0.0109  0.0095     0.0000  0.0264
      7   0.0133  0.0108     0.0000  0.0310
      8   0.0156  0.0114     0.0001  0.0339
      9   0.0177  0.0121     0.0001  0.0375
     10   0.0196  0.0124     0.0003  0.0397
     11   0.0196  0.0123     0.0003  0.0394
     12   0.0170  0.0108     0.0001  0.0339
     13   0.0185  0.0108     0.0006  0.0351
     14   0.0198  0.0108     0.0014  0.0367
     15   0.0146  0.0081     0.0001  0.0263
     16   0.0156  0.0080     0.0007  0.0269
     17   0.0163  0.0079     0.0012  0.0273
     18   0.0172  0.0079     0.0017  0.0280
     19   0.0181  0.0080     0.0023  0.0295

