Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.8552  2.5932    -9.0250 -0.9397
      1  -2.5445  1.3352    -4.6064 -0.6959
      2  -3.5872  0.8090    -4.7054 -2.6877
      3  -4.1210  0.6166    -4.8274 -3.6924
      4  -4.4144  0.5964    -5.0481 -4.1249
      5  -4.2235  0.4560    -4.6686 -4.0098
      6  -4.0597  0.8241    -4.8640 -3.4282
      7  -4.2133  0.8764    -5.2576 -3.6323
      8  -4.2579  0.7406    -5.0084 -3.9641
      9  -4.2119  0.5529    -4.6639 -3.9864
     10  -4.1930  0.4135    -4.5247 -4.0013
     11  -4.1948  0.3089    -4.4878 -4.0245
     12  -4.2183  0.2452    -4.4979 -4.1718
     13  -4.2131  0.1838    -4.4763 -4.1819
     14  -4.2138  0.1433    -4.4759 -4.2075
     15  -4.2224  0.1130    -4.4762 -4.2241
     16  -4.2153  0.0853    -4.4698 -4.2239
     17  -4.2155  0.0703    -4.4697 -4.2243
     18  -4.2158  0.0606    -4.4696 -4.2247
     19  -4.2160  0.0546    -4.4695 -4.2251

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1898
      1   0.1020  0.0586     0.0072  0.1898
      2   0.1018  0.0588     0.0065  0.1899
      3   0.1018  0.0589     0.0062  0.1899
      4   0.1015  0.0595     0.0051  0.1900
      5   0.1042  0.0585     0.0075  0.1904
      6   0.0456  0.0375     0.0001  0.1172
      7   0.0442  0.0372     0.0001  0.1149
      8   0.0514  0.0392     0.0001  0.1243
      9   0.0570  0.0387     0.0022  0.1285
     10   0.0605  0.0380     0.0071  0.1308
     11   0.0622  0.0374     0.0099  0.1317
     12   0.0682  0.0381     0.0135  0.1382
     13   0.0696  0.0377     0.0157  0.1390
     14   0.0703  0.0374     0.0170  0.1394
     15   0.0747  0.0376     0.0202  0.1436
     16   0.0788  0.0374     0.0234  0.1471
     17   0.0790  0.0372     0.0241  0.1472
     18   0.0793  0.0371     0.0247  0.1473
     19   0.0796  0.0370     0.0253  0.1474

