trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   81  50.00  0.00 800.00 12.90  1
  1  698 390.00  0.00 800.00 104.00  0
  2  693 390.00  0.00 800.00 12.90  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  783 440.00  0.00 800.00 12.90  0
  6  746 420.00  0.00 800.00 10.80  0
  7  691 390.00  0.00 800.00  8.60  0
  8  707 400.00  0.00 800.00  4.30  0
  9 1419 790.00  0.00 800.00 156.00  0
 10  670 380.00  0.00 800.00  3.00  0
 11 1419 790.00  0.00 800.00 260.00  0
 12  705 400.00  0.00 800.00  2.00  1
 13  580 330.00  0.00 800.00  3.00  1
 14  652 370.00  0.00 800.00  3.00  1
 15  797 450.00  0.00 800.00  4.30  1
 16 1421 790.00  0.00 800.00 520.00  0
 17  834 470.00  0.00 800.00  6.44  1
 18 1421 790.00  0.00 800.00 260.00  0
 19  798 450.00  0.00 800.00  6.44  1
