Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6861  2.6942    -9.0084 -0.5941
      1  -2.3688  1.4351    -4.5897 -0.3287
      2  -3.5899  0.8144    -4.7078 -2.6877
      3  -3.0607  0.6092    -3.7539 -2.6161
      4  -2.7755  0.5525    -3.2902 -2.4276
      5  -2.6166  0.5542    -3.0643 -2.2188
      6  -2.3687  0.9527    -3.0936 -1.1389
      7  -2.0041  1.3475    -4.4640 -0.4621
      8  -1.6512  1.6707    -5.9950 -0.2047
      9  -1.4362  1.3313    -3.3276 -0.1971
     10  -1.1322  1.4481    -4.0607 -0.1090
     11  -0.9752  1.1374    -2.3149 -0.1056
     12  -1.1699  1.0833    -2.3884 -0.2105
     13  -1.3136  0.9851    -2.4276 -0.3796
     14  -1.4527  0.8947    -2.4910 -0.6225
     15  -1.7275  0.9820    -2.8031 -0.8818
     16  -1.6608  0.7869    -2.6228 -0.8887
     17  -1.9590  0.9418    -3.0210 -1.1260
     18  -1.8990  0.7600    -2.8671 -1.1351
     19  -2.1001  0.7892    -3.0759 -1.3680

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0072  0.1900
      1   0.1033  0.0584     0.0077  0.1901
      2   0.1015  0.0590     0.0061  0.1898
      3   0.1015  0.0588     0.0066  0.1898
      4   0.1016  0.0591     0.0063  0.1899
      5   0.1001  0.0597     0.0054  0.1898
      6   0.0430  0.0384     0.0001  0.1190
      7   0.0161  0.0135     0.0001  0.0394
      8   0.0096  0.0066     0.0000  0.0190
      9   0.0103  0.0063     0.0001  0.0193
     10   0.0089  0.0051     0.0001  0.0149
     11   0.0093  0.0049     0.0001  0.0152
     12   0.0096  0.0051     0.0001  0.0165
     13   0.0102  0.0054     0.0002  0.0177
     14   0.0106  0.0055     0.0003  0.0185
     15   0.0096  0.0049     0.0001  0.0155
     16   0.0098  0.0047     0.0004  0.0156
     17   0.0085  0.0039     0.0001  0.0130
     18   0.0087  0.0037     0.0003  0.0131
     19   0.0083  0.0035     0.0003  0.0127

