trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1015 570.00  0.00 800.00  8.60  1
  1  647 360.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  0
  3  679 380.00  0.00 800.00 52.00  1
  4  769 430.00  0.00 800.00 52.00  1
  5  626 350.00  0.00 800.00 104.00  0
  6  626 330.00  0.00 800.00 52.00  1
  7  626 370.00  0.00 800.00 156.00  0
  8  626 370.00  0.00 800.00 156.00  0
  9  626 370.00  0.00 800.00 156.00  0
 10  626 350.00  0.00 800.00 52.00  1
 11  769 430.00  0.00 800.00 52.00  1
 12  626 330.00  0.00 800.00 156.00  0
 13  626 350.00  0.00 800.00 52.00  1
 14  626 350.00  0.00 800.00 52.00  1
 15  626 360.00  0.00 800.00 52.00  1
 16  626 340.00  0.00 800.00 156.00  0
 17  626 370.00  0.00 800.00 52.00  1
 18  626 370.00  0.00 800.00 52.00  1
 19  626 330.00  0.00 800.00 156.00  0
 20  626 360.00  0.00 800.00 156.00  0
 21  626 360.00  0.00 800.00 52.00  1
 22  626 360.00  0.00 800.00 156.00  0
 23  626 370.00  0.00 800.00 52.00  1
 24  626 350.00  0.00 800.00 52.00  1
 25  626 330.00  0.00 800.00 52.00  1
 26  626 330.00  0.00 800.00 52.00  1
 27  626 340.00  0.00 800.00 156.00  0
 28  626 330.00  0.00 800.00 156.00  0
 29  626 330.00  0.00 800.00 52.00  1
 30  626 370.00  0.00 800.00 156.00  0
 31  626 370.00  0.00 800.00 52.00  1
 32  626 360.00  0.00 800.00 52.00  1
 33  626 370.00  0.00 800.00 156.00  0
 34  626 360.00  0.00 800.00 156.00  0
 35  626 330.00  0.00 800.00 52.00  1
 36  626 360.00  0.00 800.00 156.00  0
 37  626 330.00  0.00 800.00 156.00  0
 38  626 350.00  0.00 800.00 156.00  0
 39  626 370.00  0.00 800.00 52.00  1
 40  626 350.00  0.00 800.00 156.00  0
 41  626 340.00  0.00 800.00 156.00  0
