trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1309 730.00  0.00 800.00 52.00  0
  1  695 390.00  0.00 800.00 21.50  1
  2  663 370.00  0.00 800.00 156.00  0
  3  769 430.00  0.00 800.00 52.00  1
  4  698 390.00  0.00 800.00 104.00  0
  5  608 340.00  0.00 800.00 104.00  0
  6  751 420.00  0.00 800.00 52.00  1
  7  626 350.00  0.00 800.00 104.00  0
  8  751 410.00  0.00 800.00 104.00  0
  9  751 400.00  0.00 800.00 26.00  1
 10  751 430.00  0.00 800.00 26.00  1
 11  751 440.00  0.00 800.00 104.00  0
 12  751 400.00  0.00 800.00 104.00  0
 13  751 430.00  0.00 800.00 104.00  0
 14  751 400.00  0.00 800.00 104.00  0
 15  751 420.00  0.00 800.00 26.00  1
 16  751 430.00  0.00 800.00 104.00  0
 17  751 440.00  0.00 800.00 26.00  1
 18  608 340.00  0.00 800.00 104.00  0
 19  751 440.00  0.00 800.00 26.00  1
