Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.4294  2.8671    -8.4918 -0.0603
      1  -1.7351  2.5395    -7.9735 -0.0492
      2  -2.5446  2.6327    -8.3903 -0.2399
      3  -1.9733  2.2962    -7.7829 -0.2114
      4  -1.5402  1.8970    -6.5989 -0.1939
      5  -2.4762  2.1295    -7.7743 -0.4655
      6  -2.1378  1.7999    -6.6586 -0.4644
      7  -1.9129  1.5040    -5.1510 -0.4635
      8  -2.7408  1.6835    -6.5883 -0.8820
      9  -2.5795  1.4582    -5.5402 -0.9145
     10  -2.1783  1.2132    -4.2056 -0.8174
     11  -2.6397  1.2363    -4.9123 -1.3059
     12  -2.3845  1.0645    -3.9372 -1.2127
     13  -2.7203  1.0906    -4.4538 -1.6106
     14  -2.6552  0.9185    -4.0910 -1.6406
     15  -2.9882  0.9808    -4.6118 -1.9475
     16  -2.7869  0.8613    -4.0311 -1.8794
     17  -3.0591  0.9254    -4.4408 -2.1429
     18  -3.0186  0.7841    -4.2488 -2.1699
     19  -2.8666  0.6994    -3.9134 -2.1141

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0299  0.0474     0.0000  0.1416
      1   0.0394  0.0509     0.0000  0.1534
      2   0.0121  0.0182     0.0000  0.0457
      3   0.0154  0.0193     0.0000  0.0509
      4   0.0180  0.0197     0.0000  0.0541
      5   0.0076  0.0071     0.0000  0.0183
      6   0.0088  0.0070     0.0000  0.0192
      7   0.0096  0.0067     0.0001  0.0197
      8   0.0069  0.0040     0.0000  0.0116
      9   0.0074  0.0036     0.0001  0.0119
     10   0.0079  0.0039     0.0001  0.0127
     11   0.0074  0.0034     0.0001  0.0115
     12   0.0078  0.0035     0.0001  0.0123
     13   0.0074  0.0034     0.0001  0.0116
     14   0.0077  0.0031     0.0002  0.0117
     15   0.0073  0.0027     0.0001  0.0101
     16   0.0075  0.0029     0.0002  0.0110
     17   0.0071  0.0026     0.0001  0.0095
     18   0.0074  0.0024     0.0003  0.0096
     19   0.0075  0.0025     0.0003  0.0105

