Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0936  1.4256    -4.1340 -0.2244
      1  -3.0964  0.9432    -4.2069 -2.1465
      2  -2.5755  0.7782    -3.3313 -2.0267
      3  -2.2952  0.7425    -2.8425 -1.8781
      4  -2.1373  0.7339    -2.5897 -1.6682
      5  -2.1783  0.5584    -2.5743 -2.1073
      6  -2.1702  0.4199    -2.5575 -2.1229
      7  -2.4278  0.8048    -3.0211 -2.1329
      8  -2.4740  0.7142    -3.0026 -2.2057
      9  -2.4094  0.5409    -2.7287 -2.2069
     10  -2.4115  0.4261    -2.6946 -2.3770
     11  -2.3872  0.3162    -2.6322 -2.3770
     12  -2.3820  0.2329    -2.6312 -2.3801
     13  -2.4230  0.3916    -2.7858 -2.3850
     14  -2.3979  0.2930    -2.6372 -2.3849
     15  -2.3883  0.2868    -2.6310 -2.3824
     16  -2.4158  0.6489    -2.6606 -2.1762
     17  -2.4051  0.5138    -2.6365 -2.2379
     18  -2.3946  0.3938    -2.6344 -2.3200
     19  -2.4029  0.3653    -2.6361 -2.3824

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0996  0.0600     0.0026  0.1896
      1   0.0993  0.0601     0.0024  0.1896
      2   0.0991  0.0598     0.0028  0.1895
      3   0.0988  0.0599     0.0027  0.1894
      4   0.0970  0.0601     0.0027  0.1890
      5   0.1102  0.0568     0.0098  0.1911
      6   0.1174  0.0538     0.0197  0.1920
      7   0.0618  0.0427     0.0003  0.1420
      8   0.0656  0.0443     0.0022  0.1489
      9   0.0724  0.0435     0.0084  0.1533
     10   0.0787  0.0436     0.0131  0.1585
     11   0.0836  0.0426     0.0192  0.1615
     12   0.0854  0.0419     0.0225  0.1623
     13   0.0612  0.0328     0.0119  0.1188
     14   0.0653  0.0323     0.0166  0.1220
     15   0.0662  0.0323     0.0174  0.1229
     16   0.0389  0.0209     0.0034  0.0731
     17   0.0420  0.0208     0.0077  0.0755
     18   0.0443  0.0204     0.0105  0.0774
     19   0.0459  0.0209     0.0114  0.0801

