trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1122 630.00  0.00 800.00  6.44  1
  1  737 410.00  0.00 800.00 520.00  0
  2  716 400.00  0.00 800.00 104.00  0
  3  679 380.00  0.00 800.00 52.00  0
  4  822 460.00  0.00 800.00 26.00  0
  5  714 400.00  0.00 800.00 26.00  0
  6  732 410.00  0.00 800.00 26.00  0
  7  748 420.00  0.00 800.00 17.20  1
  8  748 430.00  0.00 800.00 21.50  0
  9  748 400.00  0.00 800.00 12.90  1
 10  677 380.00  0.00 800.00 21.50  0
 11  677 400.00  0.00 800.00 17.20  1
 12  677 370.00  0.00 800.00 26.00  0
 13  677 390.00  0.00 800.00 26.00  0
 14  677 380.00  0.00 800.00 17.20  1
 15  677 390.00  0.00 800.00 17.20  1
 16  677 360.00  0.00 800.00 17.20  1
 17  677 400.00  0.00 800.00 17.20  1
 18  677 370.00  0.00 800.00 26.00  0
 19  677 370.00  0.00 800.00 26.00  0
 20  766 430.00  0.00 800.00 17.20  1
 21  677 370.00  0.00 800.00 26.00  0
 22  677 390.00  0.00 800.00 26.00  0
 23  677 360.00  0.00 800.00 17.20  1
 24  677 400.00  0.00 800.00 26.00  0
 25  677 400.00  0.00 800.00 26.00  0
 26  766 430.00  0.00 800.00 17.20  0
 27  695 390.00  0.00 800.00 21.50  0
 28  784 440.00  0.00 800.00 17.20  1
 29  695 390.00  0.00 800.00 26.00  0
 30  695 410.00  0.00 800.00 26.00  0
 31  695 390.00  0.00 800.00 26.00  0
 32  695 380.00  0.00 800.00 26.00  0
 33  695 400.00  0.00 800.00 17.20  0
 34  731 410.00  0.00 800.00 21.50  0
 35  731 420.00  0.00 800.00 17.20  0
 36  731 390.00  0.00 800.00 26.00  0
 37  622 350.00  0.00 800.00 17.20  1
 38  729 410.00  0.00 800.00 12.90  1
 39  802 450.00  0.00 800.00 17.20  1
 40  731 410.00  0.00 800.00 21.50  0
 41  731 410.00  0.00 800.00 17.20  1
