Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0911  1.4662    -4.1455 -0.2219
      1  -3.1119  1.0377    -4.4152 -2.1431
      2  -3.6816  0.9587    -5.3520 -3.0763
      3  -3.3435  0.6962    -3.9083 -2.9524
      4  -3.1793  0.6407    -3.6369 -2.8230
      5  -3.2167  0.4933    -3.6244 -3.1651
      6  -3.2182  0.3886    -3.6167 -3.1750
      7  -3.2481  0.4004    -3.6598 -3.1783
      8  -3.2275  0.2779    -3.6410 -3.1788
      9  -3.2199  0.2095    -3.6330 -3.1790
     10  -3.2154  0.1658    -3.6269 -3.1792
     11  -3.2164  0.1420    -3.6276 -3.1801
     12  -3.2151  0.1255    -3.6258 -3.1801
     13  -3.2141  0.1161    -3.6242 -3.1801
     14  -3.1703  0.0579    -3.4200 -3.1775
     15  -3.1699  0.0499    -3.4197 -3.1775
     16  -3.1701  0.0447    -3.4197 -3.1777
     17  -3.1700  0.0419    -3.4196 -3.1777
     18  -3.1698  0.0402    -3.4195 -3.1777
     19  -3.1701  0.0397    -3.4196 -3.1778

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0988  0.0603     0.0023  0.1895
      1   0.0978  0.0606     0.0019  0.1894
      2   0.0960  0.0613     0.0014  0.1892
      3   0.0996  0.0597     0.0026  0.1895
      4   0.0987  0.0595     0.0031  0.1892
      5   0.1108  0.0565     0.0107  0.1912
      6   0.1186  0.0538     0.0200  0.1923
      7   0.1137  0.0544     0.0182  0.1913
      8   0.1160  0.0528     0.0245  0.1915
      9   0.1171  0.0520     0.0275  0.1916
     10   0.1181  0.0513     0.0297  0.1917
     11   0.1208  0.0503     0.0331  0.1921
     12   0.1211  0.0500     0.0339  0.1921
     13   0.1214  0.0498     0.0347  0.1921
     14   0.1342  0.0463     0.0454  0.1941
     15   0.1344  0.0461     0.0460  0.1941
     16   0.1367  0.0448     0.0503  0.1943
     17   0.1368  0.0447     0.0505  0.1943
     18   0.1368  0.0447     0.0508  0.1943
     19   0.1399  0.0434     0.0553  0.1947

