trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1019 570.00  0.00 800.00 21.50  0
  1  744 420.00  0.00 800.00  6.44  1
  2  695 390.00  0.00 800.00 21.50  1
  3  571 320.00  0.00 800.00 52.00  0
  4  732 410.00  0.00 800.00 26.00  1
  5  589 330.00  0.00 800.00 52.00  0
  6  714 400.00  0.00 800.00 26.00  0
  7  732 410.00  0.00 800.00 26.00  0
  8  712 400.00  0.00 800.00 17.20  0
  9 1420 790.00  0.00 800.00 260.00  0
 10  620 350.00  0.00 800.00 10.80  1
 11  621 350.00  0.00 800.00 12.90  1
 12  604 340.00  0.00 800.00 17.20  1
 13  640 360.00  0.00 800.00 17.20  1
 14  677 380.00  0.00 800.00 21.50  1
 15  822 460.00  0.00 800.00 26.00  0
 16  677 380.00  0.00 800.00 26.00  0
 17  659 370.00  0.00 800.00 21.50  1
 18  659 390.00  0.00 800.00 26.00  1
 19  623 350.00  0.00 800.00 21.50  1
