Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8118  1.5624    -8.6307 -4.6297
      1  -5.5295  0.9406    -6.8018 -4.3733
      2  -4.9813  0.7351    -5.7867 -4.1280
      3  -4.6842  0.6587    -5.3482 -3.8907
      4  -4.4880  0.6280    -5.0205 -3.6642
      5  -4.7116  0.4891    -5.1461 -4.5030
      6  -4.6957  0.3866    -4.9974 -4.5212
      7  -4.6941  0.3110    -4.9926 -4.5377
      8  -4.6961  0.2573    -4.9912 -4.5518
      9  -4.7104  0.1730    -4.9911 -4.5925
     10  -4.7154  0.1317    -4.9911 -4.6121
     11  -4.7175  0.1091    -4.9910 -4.6227
     12  -4.7188  0.0958    -4.9910 -4.6299
     13  -4.7183  0.0895    -4.9905 -4.6302
     14  -4.7184  0.0858    -4.9903 -4.6320
     15  -4.7195  0.0810    -4.9903 -4.6383
     16  -4.7201  0.0783    -4.9904 -4.6424
     17  -4.7205  0.0767    -4.9904 -4.6452
     18  -4.7211  0.0747    -4.9904 -4.6500
     19  -4.7212  0.0743    -4.9903 -4.6510

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1030  0.0588     0.0044  0.1901
      1   0.1016  0.0596     0.0028  0.1900
      2   0.1007  0.0600     0.0029  0.1899
      3   0.0983  0.0604     0.0032  0.1895
      4   0.0955  0.0609     0.0034  0.1892
      5   0.1099  0.0588     0.0063  0.1917
      6   0.1179  0.0561     0.0126  0.1926
      7   0.1229  0.0536     0.0193  0.1931
      8   0.1252  0.0521     0.0248  0.1933
      9   0.1269  0.0505     0.0311  0.1934
     10   0.1278  0.0497     0.0342  0.1934
     11   0.1283  0.0492     0.0358  0.1935
     12   0.1287  0.0489     0.0369  0.1935
     13   0.1310  0.0477     0.0405  0.1937
     14   0.1323  0.0469     0.0431  0.1938
     15   0.1326  0.0467     0.0440  0.1938
     16   0.1328  0.0465     0.0446  0.1938
     17   0.1329  0.0464     0.0450  0.1939
     18   0.1331  0.0462     0.0457  0.1939
     19   0.1338  0.0457     0.0473  0.1939

