Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6144  2.7290    -9.0006 -0.4874
      1  -2.3028  1.4596    -4.5808 -0.2508
      2  -3.4491  0.8685    -4.6923 -2.4304
      3  -2.7965  0.6278    -3.5084 -2.3048
      4  -3.0934  0.5471    -3.6616 -2.8150
      5  -2.9247  0.5208    -3.3596 -2.6833
      6  -2.9461  0.3956    -3.3478 -2.9056
      7  -2.9111  0.2900    -3.1598 -2.9057
      8  -2.9108  0.2113    -3.1590 -2.9096
      9  -2.9017  0.1529    -3.1536 -2.9097
     10  -2.8986  0.1127    -3.1520 -2.9100
     11  -2.9018  0.0798    -3.1520 -2.9134
     12  -2.9224  0.2728    -3.1643 -2.9115
     13  -3.0385  0.6047    -3.4349 -2.9088
     14  -3.1902  0.7933    -3.8774 -2.9136
     15  -3.1298  0.5994    -3.5675 -2.9187
     16  -3.1767  0.5577    -3.6018 -2.9465
     17  -3.1848  0.4593    -3.5749 -2.9903
     18  -3.1594  0.3442    -3.4265 -2.9928
     19  -3.1557  0.2626    -3.4248 -3.0116

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0587     0.0071  0.1899
      2   0.1014  0.0589     0.0063  0.1898
      3   0.1007  0.0590     0.0060  0.1896
      4   0.1015  0.0590     0.0061  0.1899
      5   0.1034  0.0592     0.0062  0.1904
      6   0.1136  0.0562     0.0132  0.1918
      7   0.1221  0.0527     0.0232  0.1928
      8   0.1249  0.0507     0.0306  0.1930
      9   0.1296  0.0481     0.0395  0.1934
     10   0.1324  0.0463     0.0456  0.1937
     11   0.1361  0.0441     0.0534  0.1940
     12   0.0823  0.0412     0.0184  0.1565
     13   0.0432  0.0257     0.0024  0.0867
     14   0.0318  0.0207     0.0001  0.0662
     15   0.0343  0.0201     0.0019  0.0676
     16   0.0358  0.0210     0.0024  0.0711
     17   0.0387  0.0215     0.0044  0.0747
     18   0.0408  0.0211     0.0078  0.0759
     19   0.0421  0.0208     0.0094  0.0769

