Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6144  2.7290    -9.0006 -0.4874
      1  -2.3028  1.4596    -4.5808 -0.2508
      2  -3.4578  0.8622    -4.6927 -2.4416
      3  -2.8066  0.6226    -3.5123 -2.3654
      4  -3.0830  0.5376    -3.6516 -2.7744
      5  -3.2374  0.5225    -3.8235 -2.9989
      6  -3.1621  0.3691    -3.4266 -2.9887
      7  -3.2011  0.3667    -3.5534 -3.1713
      8  -3.1847  0.2601    -3.4903 -3.1719
      9  -3.1778  0.1924    -3.4575 -3.1722
     10  -3.1583  0.2602    -3.4212 -3.0772
     11  -3.1690  0.1923    -3.4207 -3.1711
     12  -3.1624  0.1433    -3.4165 -3.1714
     13  -3.1659  0.1049    -3.4164 -3.1755
     14  -3.1659  0.0780    -3.4162 -3.1761
     15  -3.1641  0.0570    -3.4149 -3.1762
     16  -3.1646  0.0419    -3.4148 -3.1769
     17  -3.1649  0.0314    -3.4147 -3.1773
     18  -3.1650  0.0244    -3.4147 -3.1775
     19  -3.1646  0.0170    -3.4143 -3.1775

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1020  0.0587     0.0071  0.1899
      2   0.1017  0.0588     0.0065  0.1899
      3   0.1012  0.0590     0.0061  0.1898
      4   0.1012  0.0586     0.0066  0.1896
      5   0.0998  0.0587     0.0062  0.1893
      6   0.1117  0.0557     0.0141  0.1912
      7   0.1156  0.0558     0.0141  0.1921
      8   0.1177  0.0543     0.0194  0.1923
      9   0.1187  0.0535     0.0223  0.1923
     10   0.1009  0.0535     0.0144  0.1861
     11   0.1082  0.0512     0.0211  0.1876
     12   0.1134  0.0493     0.0279  0.1886
     13   0.1182  0.0473     0.0355  0.1894
     14   0.1189  0.0468     0.0376  0.1895
     15   0.1224  0.0454     0.0433  0.1901
     16   0.1236  0.0446     0.0461  0.1903
     17   0.1264  0.0435     0.0504  0.1908
     18   0.1293  0.0424     0.0545  0.1914
     19   0.1325  0.0413     0.0587  0.1920

