Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0094  1.3945    -3.9462 -0.2153
      1  -1.0813  1.0695    -2.1412 -0.1181
      2  -0.5830  0.9873    -1.2864 -0.0653
      3  -0.3285  0.9938    -0.7935 -0.0376
      4  -0.2076  0.9945    -0.5316 -0.0253
      5  -1.4665  2.5721    -7.9079 -0.0328
      6  -0.9029  2.0990    -6.8344 -0.0294
      7  -0.5334  1.6182    -4.7184 -0.0277
      8  -0.3168  1.2040    -1.2883 -0.0268
      9  -0.1931  0.9221    -0.6061 -0.0256
     10  -0.1188  0.7050    -0.4660 -0.0247
     11  -0.0739  0.5338    -0.3690 -0.0242
     12  -0.0490  0.3827    -0.3206 -0.0240
     13  -0.0330  0.2874    -0.2696 -0.0237
     14  -0.0321  0.3160    -0.2660 -0.0235
     15  -0.0233  0.2249    -0.2650 -0.0235
     16  -0.0187  0.1606    -0.2643 -0.0234
     17  -0.0151  0.1208    -0.2624 -0.0233
     18  -0.0136  0.0868    -0.2621 -0.0233
     19  -0.0125  0.0835    -0.2611 -0.0233

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0992  0.0600     0.0023  0.1895
      1   0.1001  0.0598     0.0030  0.1897
      2   0.1004  0.0594     0.0037  0.1897
      3   0.1022  0.0591     0.0041  0.1900
      4   0.1040  0.0583     0.0051  0.1901
      5   0.0222  0.0250     0.0000  0.0683
      6   0.0263  0.0252     0.0000  0.0721
      7   0.0290  0.0249     0.0000  0.0742
      8   0.0306  0.0246     0.0001  0.0753
      9   0.0339  0.0248     0.0012  0.0786
     10   0.0372  0.0250     0.0030  0.0818
     11   0.0402  0.0251     0.0056  0.0849
     12   0.0411  0.0249     0.0074  0.0855
     13   0.0437  0.0251     0.0089  0.0882
     14   0.0408  0.0230     0.0083  0.0812
     15   0.0413  0.0229     0.0090  0.0815
     16   0.0417  0.0227     0.0096  0.0817
     17   0.0439  0.0230     0.0111  0.0842
     18   0.0442  0.0229     0.0117  0.0844
     19   0.0446  0.0231     0.0119  0.0853

