trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0   38  30.00  0.00 800.00  1.00  1
  1  698 390.00  0.00 800.00 104.00  0
  2  745 420.00  0.00 800.00  8.60  1
  3  822 460.00  0.00 800.00 26.00  0
  4  695 390.00  0.00 800.00 21.50  0
  5  693 390.00  0.00 800.00 12.90  0
  6  727 410.00  0.00 800.00  8.60  1
  7  764 430.00  0.00 800.00 10.80  0
  8  727 410.00  0.00 800.00 10.80  0
  9  727 400.00  0.00 800.00  6.44  1
 10  656 370.00  0.00 800.00 10.80  0
 11  656 350.00  0.00 800.00  8.60  0
 12  707 400.00  0.00 800.00  4.30  1
 13  618 350.00  0.00 800.00  6.44  1
 14  636 360.00  0.00 800.00  6.44  1
 15  799 450.00  0.00 800.00  8.60  1
 16  855 480.00  0.00 800.00 12.90  0
 17  745 420.00  0.00 800.00  8.60  0
 18  618 350.00  0.00 800.00  6.44  1
 19  781 440.00  0.00 800.00  8.60  0
