Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.5977  1.5589    -4.9793 -0.1552
      1  -2.3068  1.4661    -6.1565 -1.3444
      2  -2.9507  1.6545    -7.5281 -2.0229
      3  -3.3541  1.8242    -8.1019 -2.2988
      4  -5.2326  2.1573    -9.0194 -2.6578
      5  -3.6844  1.3029    -6.4574 -2.4772
      6  -3.1798  0.9763    -4.7355 -2.4126
      7  -2.9383  0.8766    -3.9757 -2.3242
      8  -2.7727  0.9529    -3.8335 -2.1201
      9  -2.8053  0.7890    -3.5781 -2.3928
     10  -2.7038  0.6831    -3.2114 -2.3805
     11  -2.6449  0.9969    -3.7143 -2.0145
     12  -2.6038  0.7718    -3.1711 -2.1812
     13  -2.6889  0.7568    -3.3001 -2.3664
     14  -3.1488  1.4611    -7.1173 -2.0422
     15  -2.9844  1.1348    -5.3104 -2.2400
     16  -2.8864  0.8698    -3.8796 -2.3356
     17  -2.8035  0.6917    -3.5489 -2.3643
     18  -2.7481  0.5515    -3.3819 -2.3767
     19  -2.7055  0.4517    -3.2857 -2.3762

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0945  0.0617     0.0001  0.1889
      1   0.0918  0.0624     0.0001  0.1885
      2   0.0838  0.0637     0.0001  0.1871
      3   0.0767  0.0635     0.0002  0.1853
      4   0.0172  0.0175     0.0001  0.0471
      5   0.0233  0.0222     0.0001  0.0637
      6   0.0298  0.0255     0.0001  0.0765
      7   0.0351  0.0288     0.0001  0.0887
      8   0.0306  0.0242     0.0001  0.0741
      9   0.0348  0.0255     0.0001  0.0804
     10   0.0388  0.0268     0.0014  0.0869
     11   0.0245  0.0172     0.0001  0.0535
     12   0.0268  0.0170     0.0003  0.0549
     13   0.0270  0.0170     0.0003  0.0551
     14   0.0118  0.0093     0.0000  0.0257
     15   0.0131  0.0089     0.0000  0.0263
     16   0.0138  0.0085     0.0001  0.0266
     17   0.0150  0.0085     0.0004  0.0273
     18   0.0160  0.0085     0.0009  0.0280
     19   0.0170  0.0085     0.0013  0.0295

