Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.3779  2.8169    -8.9708 -0.3020
      1  -4.2158  2.8654    -8.9484 -0.2340
      2  -3.9640  2.9210    -8.9092 -0.1772
      3  -3.6264  2.9601    -8.8463 -0.1350
      4  -3.2603  2.9579    -8.7599 -0.1085
      5  -5.0912  2.6537    -9.0742 -0.5796
      6  -5.2678  2.6024    -9.0958 -0.6332
      7  -5.4290  2.5437    -9.1136 -0.6971
      8  -4.1268  2.3263    -8.4162 -0.3816
      9  -4.0493  2.2350    -8.1535 -0.3743
     10  -4.7613  1.8204    -8.2694 -1.6294
     11  -4.2826  1.5444    -6.8806 -1.4833
     12  -4.7308  1.2926    -7.0133 -2.9378
     13  -4.3027  1.1888    -6.1720 -2.6109
     14  -4.2889  1.0752    -5.9628 -2.7878
     15  -4.6101  0.9406    -6.1571 -3.4554
     16  -4.3514  0.8521    -5.6745 -3.2840
     17  -4.5553  0.7804    -5.7888 -3.6539
     18  -4.4219  0.6929    -5.5076 -3.5835
     19  -4.2423  0.6727    -5.2488 -3.4494

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0009  0.0027     0.0000  0.0039
      1   0.0015  0.0035     0.0000  0.0058
      2   0.0024  0.0043     0.0000  0.0068
      3   0.0036  0.0049     0.0000  0.0095
      4   0.0050  0.0052     0.0000  0.0114
      5   0.0030  0.0035     0.0000  0.0063
      6   0.0042  0.0036     0.0000  0.0065
      7   0.0052  0.0033     0.0000  0.0067
      8   0.0050  0.0034     0.0000  0.0066
      9   0.0058  0.0029     0.0000  0.0067
     10   0.0061  0.0027     0.0000  0.0068
     11   0.0064  0.0025     0.0000  0.0068
     12   0.0066  0.0024     0.0001  0.0069
     13   0.0067  0.0024     0.0001  0.0069
     14   0.0069  0.0020     0.0001  0.0069
     15   0.0070  0.0020     0.0002  0.0069
     16   0.0071  0.0021     0.0002  0.0070
     17   0.0072  0.0021     0.0002  0.0077
     18   0.0073  0.0022     0.0003  0.0089
     19   0.0073  0.0022     0.0003  0.0088

