Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.0604  1.6610    -5.4244 -0.2062
      1  -3.0496  1.4519    -6.8055 -1.8843
      2  -2.3353  0.8383    -3.0774 -1.7878
      3  -2.0491  0.7807    -2.5869 -1.6203
      4  -2.2093  0.7402    -2.6425 -1.9185
      5  -2.1336  0.5870    -2.3734 -1.9085
      6  -2.1172  0.4293    -2.3708 -1.9429
      7  -2.1082  0.3174    -2.3694 -1.9671
      8  -2.0952  0.2326    -2.3648 -1.9675
      9  -2.0936  0.1766    -2.3644 -1.9790
     10  -2.0927  0.1393    -2.3642 -1.9856
     11  -2.0892  0.1130    -2.3624 -1.9835
     12  -2.0903  0.0967    -2.3624 -1.9924
     13  -2.0871  0.0903    -2.3615 -1.9804
     14  -2.0794  0.0948    -2.3609 -1.9519
     15  -1.8857  0.2504    -2.2825 -1.8563
     16  -1.8631  0.1970    -2.1690 -1.8552
     17  -1.9296  0.3527    -2.3326 -1.8593
     18  -1.8889  0.3030    -2.2789 -1.8565
     19  -1.8943  0.2542    -2.2918 -1.8611

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0958  0.0610     0.0015  0.1891
      1   0.0924  0.0617     0.0013  0.1886
      2   0.0998  0.0596     0.0027  0.1896
      3   0.0991  0.0598     0.0028  0.1895
      4   0.1004  0.0589     0.0035  0.1895
      5   0.1119  0.0569     0.0099  0.1915
      6   0.1154  0.0546     0.0186  0.1918
      7   0.1181  0.0529     0.0246  0.1921
      8   0.1213  0.0510     0.0306  0.1924
      9   0.1224  0.0502     0.0336  0.1924
     10   0.1231  0.0496     0.0354  0.1925
     11   0.1256  0.0484     0.0393  0.1928
     12   0.1264  0.0478     0.0413  0.1928
     13   0.1300  0.0467     0.0449  0.1934
     14   0.1324  0.0465     0.0465  0.1939
     15   0.0500  0.0235     0.0150  0.0900
     16   0.0527  0.0238     0.0166  0.0936
     17   0.0390  0.0172     0.0105  0.0669
     18   0.0403  0.0172     0.0118  0.0679
     19   0.0421  0.0173     0.0140  0.0699

