Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.2956  1.3281    -3.0471 -0.1319
      1  -1.7793  1.1242    -3.1589 -1.0783
      2  -2.0276  1.0159    -3.1966 -1.5588
      3  -2.1541  0.9403    -3.1810 -1.7851
      4  -2.3703  1.0441    -4.1398 -1.9719
      5  -3.2652  1.8061    -7.9280 -2.0316
      6  -2.6654  1.1968    -5.2978 -2.0332
      7  -3.1778  1.5336    -7.2692 -2.0957
      8  -2.9062  1.1563    -5.2509 -2.1564
      9  -2.7405  0.9155    -3.8181 -2.1712
     10  -2.6215  0.7513    -3.3380 -2.1656
     11  -2.5349  0.6229    -3.1114 -2.1552
     12  -2.4407  0.6044    -2.9279 -2.1176
     13  -2.4671  0.5025    -2.9232 -2.1858
     14  -2.4107  0.4297    -2.8634 -2.1677
     15  -2.3472  0.6546    -2.8503 -1.9807
     16  -2.3374  0.5098    -2.8261 -2.1061
     17  -2.3625  0.4315    -2.8325 -2.1397
     18  -2.3329  0.3456    -2.7655 -2.1378
     19  -2.3620  0.2972    -2.7873 -2.1687

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0973  0.0614     0.0001  0.1895
      1   0.0977  0.0615     0.0001  0.1896
      2   0.0991  0.0611     0.0001  0.1899
      3   0.1010  0.0606     0.0013  0.1902
      4   0.0969  0.0631     0.0004  0.1902
      5   0.0265  0.0290     0.0000  0.0834
      6   0.0347  0.0311     0.0001  0.0938
      7   0.0163  0.0146     0.0000  0.0410
      8   0.0188  0.0147     0.0000  0.0436
      9   0.0214  0.0149     0.0001  0.0463
     10   0.0240  0.0153     0.0006  0.0494
     11   0.0263  0.0158     0.0017  0.0528
     12   0.0267  0.0162     0.0019  0.0539
     13   0.0291  0.0167     0.0033  0.0573
     14   0.0314  0.0175     0.0048  0.0610
     15   0.0222  0.0123     0.0012  0.0414
     16   0.0236  0.0122     0.0026  0.0427
     17   0.0251  0.0124     0.0038  0.0449
     18   0.0265  0.0125     0.0057  0.0463
     19   0.0279  0.0127     0.0071  0.0478

