Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.1533  1.9322    -6.2127 -0.3345
      1  -1.5512  1.1394    -3.1043 -0.1704
      2  -2.3137  0.8032    -3.1644 -1.6129
      3  -2.7208  0.6919    -3.3931 -2.3368
      4  -2.5329  0.5543    -2.9686 -2.2349
      5  -2.3920  0.5337    -2.8021 -2.1398
      6  -2.2650  0.9405    -2.8895 -1.5468
      7  -2.4536  0.9784    -3.3480 -1.8950
      8  -2.4788  0.8293    -3.0054 -2.1487
      9  -2.4584  0.6540    -2.8625 -2.2732
     10  -2.4099  0.4945    -2.6570 -2.2861
     11  -2.4487  0.9552    -3.1596 -2.0362
     12  -2.4526  0.8159    -2.8784 -2.1434
     13  -2.4064  0.7772    -2.7566 -2.1275
     14  -2.3797  0.5979    -2.6369 -2.1509
     15  -2.3938  0.4978    -2.6359 -2.2056
     16  -2.3795  0.3717    -2.6335 -2.2325
     17  -2.3724  0.2781    -2.6320 -2.2578
     18  -2.3572  0.2470    -2.6280 -2.2198
     19  -2.3707  0.1942    -2.6284 -2.3496

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1004  0.0593     0.0050  0.1897
      1   0.1010  0.0592     0.0052  0.1898
      2   0.1007  0.0594     0.0047  0.1898
      3   0.1007  0.0596     0.0043  0.1898
      4   0.1051  0.0581     0.0078  0.1904
      5   0.1037  0.0583     0.0079  0.1902
      6   0.0479  0.0391     0.0001  0.1233
      7   0.0495  0.0398     0.0001  0.1253
      8   0.0584  0.0420     0.0001  0.1364
      9   0.0654  0.0420     0.0033  0.1423
     10   0.0712  0.0412     0.0090  0.1462
     11   0.0361  0.0247     0.0001  0.0781
     12   0.0403  0.0252     0.0001  0.0824
     13   0.0405  0.0249     0.0004  0.0821
     14   0.0437  0.0243     0.0045  0.0845
     15   0.0473  0.0247     0.0077  0.0885
     16   0.0491  0.0242     0.0108  0.0894
     17   0.0505  0.0237     0.0138  0.0902
     18   0.0524  0.0241     0.0152  0.0934
     19   0.0553  0.0244     0.0173  0.0963

