Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6279  2.7224    -9.0020 -0.5082
      1  -2.3137  1.4524    -4.5803 -0.2665
      2  -1.1493  0.9124    -2.3316 -0.1376
      3  -1.6493  0.6850    -2.3729 -1.0899
      4  -2.0535  0.6314    -2.6277 -1.7132
      5  -1.8883  0.5703    -2.3211 -1.6210
      6  -1.8324  0.4504    -2.1071 -1.6112
      7  -1.8108  0.3528    -2.1009 -1.6102
      8  -1.8023  0.2750    -2.0990 -1.6150
      9  -1.7984  0.2254    -2.0981 -1.6181
     10  -1.8167  0.1580    -2.0985 -1.6790
     11  -1.8155  0.1346    -2.0982 -1.6797
     12  -1.8153  0.1199    -2.0981 -1.6814
     13  -1.8150  0.1118    -2.0981 -1.6818
     14  -1.8090  0.1149    -2.0977 -1.6649
     15  -1.8090  0.1118    -2.0977 -1.6652
     16  -1.8138  0.0977    -2.0978 -1.6800
     17  -1.8173  0.0900    -2.0980 -1.6916
     18  -1.8173  0.0894    -2.0980 -1.6918
     19  -1.8182  0.0874    -2.0980 -1.6949

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0075  0.1899
      1   0.1027  0.0584     0.0077  0.1900
      2   0.1036  0.0581     0.0087  0.1901
      3   0.1030  0.0583     0.0083  0.1900
      4   0.1006  0.0593     0.0058  0.1897
      5   0.1013  0.0583     0.0075  0.1895
      6   0.1106  0.0569     0.0124  0.1913
      7   0.1167  0.0552     0.0172  0.1923
      8   0.1197  0.0537     0.0214  0.1925
      9   0.1226  0.0525     0.0248  0.1929
     10   0.1268  0.0496     0.0348  0.1932
     11   0.1290  0.0486     0.0378  0.1934
     12   0.1303  0.0478     0.0402  0.1936
     13   0.1320  0.0471     0.0425  0.1938
     14   0.1339  0.0473     0.0426  0.1942
     15   0.1352  0.0467     0.0443  0.1944
     16   0.1365  0.0456     0.0483  0.1944
     17   0.1375  0.0446     0.0515  0.1945
     18   0.1382  0.0443     0.0526  0.1946
     19   0.1385  0.0440     0.0537  0.1946

