Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -2.6076  1.6379    -5.1553 -0.2792
      1  -1.4366  1.0979    -2.8685 -0.1584
      2  -2.2013  0.7912    -3.0424 -1.6008
      3  -2.4704  0.6681    -3.1296 -2.1171
      4  -2.7702  0.7196    -3.6322 -2.4420
      5  -3.1910  1.1011    -5.5106 -2.5449
      6  -2.9560  0.8213    -3.8958 -2.5555
      7  -3.0229  0.7382    -3.8925 -2.6929
      8  -2.9327  0.5599    -3.3573 -2.6937
      9  -2.8918  0.4300    -3.1610 -2.6945
     10  -2.8675  0.3568    -3.1539 -2.6847
     11  -2.8699  0.2672    -3.1530 -2.7090
     12  -2.8258  0.2947    -3.1489 -2.6677
     13  -2.8310  0.2297    -3.1486 -2.6779
     14  -2.7737  0.2348    -3.1407 -2.6592
     15  -2.8535  0.2117    -3.1499 -2.6982
     16  -2.8574  0.1678    -3.1498 -2.7085
     17  -2.8459  0.1528    -3.1484 -2.6966
     18  -2.8343  0.1437    -3.1471 -2.6875
     19  -2.8505  0.1224    -3.1484 -2.7046

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1005  0.0593     0.0045  0.1897
      1   0.1010  0.0591     0.0054  0.1897
      2   0.1001  0.0595     0.0042  0.1896
      3   0.1013  0.0590     0.0054  0.1898
      4   0.0944  0.0605     0.0024  0.1886
      5   0.0447  0.0422     0.0001  0.1301
      6   0.0552  0.0435     0.0001  0.1403
      7   0.0603  0.0458     0.0007  0.1492
      8   0.0691  0.0458     0.0044  0.1557
      9   0.0758  0.0455     0.0094  0.1604
     10   0.0810  0.0461     0.0129  0.1657
     11   0.0840  0.0452     0.0173  0.1670
     12   0.0727  0.0409     0.0151  0.1502
     13   0.0754  0.0404     0.0183  0.1517
     14   0.0669  0.0353     0.0173  0.1327
     15   0.0741  0.0389     0.0188  0.1465
     16   0.0759  0.0385     0.0214  0.1476
     17   0.0787  0.0393     0.0229  0.1519
     18   0.0810  0.0401     0.0242  0.1559
     19   0.0846  0.0399     0.0272  0.1583

