Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.6858  2.6908    -9.0080 -0.6154
      1  -2.5074  1.4893    -4.8498 -0.3838
      2  -3.5941  0.8991    -4.9507 -2.4621
      3  -4.2489  0.6085    -5.0424 -3.7071
      4  -3.8396  0.4936    -4.4028 -3.5203
      5  -3.6713  0.4734    -4.1141 -3.4004
      6  -3.7137  0.3477    -4.1096 -3.6880
      7  -3.6875  0.2588    -3.9471 -3.6904
      8  -3.6833  0.1949    -3.9455 -3.6911
      9  -3.6909  0.1382    -3.9453 -3.6977
     10  -3.6863  0.1030    -3.9414 -3.6978
     11  -3.6907  0.0727    -3.9415 -3.7019
     12  -3.6903  0.0554    -3.9413 -3.7020
     13  -3.6909  0.0414    -3.9412 -3.7027
     14  -3.6899  0.0299    -3.9402 -3.7027
     15  -3.6903  0.0216    -3.9402 -3.7031
     16  -3.6903  0.0174    -3.9402 -3.7031
     17  -3.6909  0.0219    -3.9406 -3.7032
     18  -3.6909  0.0186    -3.9406 -3.7033
     19  -3.6909  0.0168    -3.9406 -3.7033

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1027  0.0583     0.0080  0.1899
      1   0.1030  0.0581     0.0084  0.1900
      2   0.1026  0.0582     0.0083  0.1899
      3   0.1024  0.0582     0.0081  0.1899
      4   0.1012  0.0586     0.0073  0.1897
      5   0.1016  0.0593     0.0068  0.1900
      6   0.1127  0.0561     0.0141  0.1916
      7   0.1208  0.0530     0.0223  0.1926
      8   0.1220  0.0520     0.0260  0.1926
      9   0.1258  0.0496     0.0343  0.1930
     10   0.1297  0.0476     0.0413  0.1933
     11   0.1340  0.0452     0.0495  0.1938
     12   0.1342  0.0450     0.0501  0.1938
     13   0.1353  0.0441     0.0531  0.1939
     14   0.1386  0.0425     0.0587  0.1943
     15   0.1416  0.0411     0.0637  0.1946
     16   0.1416  0.0411     0.0638  0.1946
     17   0.1360  0.0422     0.0583  0.1934
     18   0.1361  0.0420     0.0587  0.1934
     19   0.1361  0.0420     0.0588  0.1934

