Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.9035  2.5658    -9.0298 -1.0324
      1  -6.9142  1.4596    -8.3922 -4.8902
      2  -5.7747  0.8772    -7.0663 -4.7812
      3  -5.0982  0.6213    -5.8068 -4.6016
      4  -5.4037  0.5099    -5.9961 -5.1353
      5  -5.2422  0.4666    -5.7176 -5.0360
      6  -5.2862  0.3429    -5.7161 -5.2703
      7  -5.2957  0.2603    -5.7082 -5.2757
      8  -5.2991  0.2061    -5.7023 -5.2780
      9  -5.2946  0.1549    -5.6861 -5.2782
     10  -5.2957  0.1312    -5.6836 -5.2792
     11  -5.2960  0.1171    -5.6817 -5.2797
     12  -5.2936  0.1013    -5.6718 -5.2797
     13  -5.2942  0.0954    -5.6708 -5.2805
     14  -5.2945  0.0919    -5.6698 -5.2810
     15  -5.2933  0.0868    -5.6639 -5.2810
     16  -5.2934  0.0855    -5.6632 -5.2812
     17  -5.2928  0.0835    -5.6603 -5.2812
     18  -5.2928  0.0830    -5.6599 -5.2812
     19  -5.2928  0.0825    -5.6594 -5.2814

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1899
      1   0.1018  0.0586     0.0071  0.1898
      2   0.1010  0.0589     0.0063  0.1897
      3   0.1004  0.0592     0.0055  0.1896
      4   0.1016  0.0590     0.0062  0.1899
      5   0.1026  0.0586     0.0068  0.1900
      6   0.1123  0.0557     0.0142  0.1914
      7   0.1157  0.0538     0.0205  0.1917
      8   0.1177  0.0526     0.0246  0.1919
      9   0.1187  0.0518     0.0278  0.1919
     10   0.1197  0.0511     0.0299  0.1920
     11   0.1203  0.0507     0.0314  0.1921
     12   0.1209  0.0502     0.0331  0.1921
     13   0.1220  0.0496     0.0350  0.1922
     14   0.1228  0.0491     0.0365  0.1923
     15   0.1232  0.0488     0.0375  0.1923
     16   0.1237  0.0485     0.0385  0.1924
     17   0.1239  0.0484     0.0390  0.1924
     18   0.1241  0.0482     0.0396  0.1924
     19   0.1245  0.0480     0.0405  0.1925

