Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -1.1050  1.4564    -4.1691 -0.1027
      1  -1.4635  1.3161    -4.1432 -0.8063
      2  -1.7778  1.3411    -4.9649 -1.1722
      3  -2.0725  1.4887    -6.1183 -1.3737
      4  -3.1423  2.1560    -8.2839 -1.3557
      5  -4.6946  2.4429    -8.9459 -1.0387
      6  -4.6946  2.3543    -8.9213 -1.4070
      7  -3.9255  1.9268    -8.1254 -1.5060
      8  -3.8162  1.7544    -7.6578 -1.7218
      9  -4.7625  1.8222    -8.3841 -2.0120
     10  -4.7694  1.6903    -8.1993 -2.3823
     11  -4.1772  1.3711    -6.7101 -2.2736
     12  -4.6323  1.2912    -7.0568 -2.8856
     13  -4.6280  1.1738    -6.7556 -3.0579
     14  -5.0971  1.1824    -7.3824 -3.6362
     15  -4.8051  0.9523    -6.3319 -3.5656
     16  -5.0784  0.9139    -6.5796 -4.0037
     17  -4.8446  0.8104    -6.0815 -3.8655
     18  -4.6749  0.7440    -5.7726 -3.7543
     19  -4.8208  0.6816    -5.8708 -4.0265

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0949  0.0623     0.0001  0.1891
      1   0.0950  0.0625     0.0001  0.1892
      2   0.0912  0.0635     0.0001  0.1887
      3   0.0797  0.0639     0.0000  0.1862
      4   0.0177  0.0223     0.0000  0.0603
      5   0.0041  0.0044     0.0000  0.0083
      6   0.0053  0.0043     0.0000  0.0099
      7   0.0061  0.0045     0.0000  0.0116
      8   0.0070  0.0042     0.0000  0.0120
      9   0.0058  0.0034     0.0000  0.0069
     10   0.0065  0.0029     0.0000  0.0070
     11   0.0067  0.0029     0.0000  0.0087
     12   0.0067  0.0029     0.0000  0.0085
     13   0.0071  0.0025     0.0001  0.0088
     14   0.0069  0.0024     0.0001  0.0074
     15   0.0072  0.0024     0.0001  0.0090
     16   0.0072  0.0024     0.0001  0.0092
     17   0.0073  0.0025     0.0002  0.0100
     18   0.0075  0.0026     0.0002  0.0104
     19   0.0076  0.0027     0.0003  0.0111

